#ID_REF = 
#VALUE = Signal
#ABS_CALL = Detection call
#DETECTION P-VALUE = Detection p-value
ID_REF  VALUE   ABS_CALL    DETECTION P-VALUE
202363_at   71.5    A   0.533936
203554_x_at 725.1   A   0.27417
221743_at   1584.2  P   0.01416
38707_r_at  3877.1  A   0.234557
202725_at   304.7   A   0.432373
217941_s_at 1077.1  P   0.000244
205633_s_at 285.6   A   0.27417
205552_s_at 113.1   A   0.366211
202199_s_at 1104.4  P   0.01416
202268_s_at 244.7   A   0.27417
209100_at   525.6   A   0.303711
216902_s_at 29.4    A   0.567627
222240_s_at 28.2    A   0.665527
202774_s_at 627.3   A   0.067627
213296_at   871.6   A   0.080566
205971_s_at 266 A   0.171387
204039_at   369.5   A   0.432373
204081_at   1055.1  A   0.095215
203239_s_at 328.3   M   0.056152
202504_at   282.3   A   0.567627
202639_s_at 341.4   A   0.5
202351_at   157.9   A   0.246094
202982_s_at 63.8    A   0.633789
210243_s_at 996.7   P   0.000244
202589_at   848.6   P   0.030273
203118_at   424.8   A   0.5
203373_at   269.4   P   0.01416
212186_at   94.1    A   0.753906
203289_s_at 364.2   A   0.334473
209227_at   110.3   A   0.334473
203697_at   291.2   A   0.246094
37028_at    475.7   A   0.138765
218226_s_at 739.7   P   0.030273
202678_at   329.2   A   0.067627
217988_at   63.9    A   0.432373
201800_s_at 955.1   P   0.010742
210386_s_at 1258.2  P   0.01416
202518_at   370.2   A   0.219482
210105_s_at 933.4   P   0.001953
209148_at   1007.7  P   0.01416
202603_at   2373.1  P   0.000244
209396_s_at 1993.4  P   0.000244
202801_at   425.5   A   0.19458
202711_at   397.3   A   0.19458
202306_at   1117.3  A   0.129639
221579_s_at 857.4   A   0.171387
202535_at   580 A   0.080566
202315_s_at 363.9   A   0.27417
202998_s_at 462.6   A   0.303711
202176_at   59.8    A   0.828613
218056_at   582.3   P   0.046143
217965_s_at 339.4   P   0.037598
213161_at   668.9   P   0.037598
202469_s_at 201.9   M   0.056152
209494_s_at 550.1   A   0.129639
217903_at   627.4   P   0.023926
202364_at   5061.5  P   0.000244
202263_at   772.9   A   0.111572
209103_s_at 825.6   A   0.303711
204610_s_at 60.4    A   0.919434
209350_s_at 588.1   A   0.171387
202369_s_at 728.8   A   0.067627
203074_at   498 A   0.095215
217028_at   3863.9  P   0.000244
217985_s_at 628.9   P   0.000244
209301_at   148.2   A   0.19458
202959_at   266.6   P   0.018555
210083_at   493.2   A   0.246094
203116_s_at 834.1   P   0.030273
218216_x_at 551.8   A   0.5
209172_s_at 106 A   0.080566
202739_s_at 240.1   P   0.018555
202471_s_at 520.7   A   0.111572
206100_at   119.4   A   0.219482
209046_s_at 4191.7  P   0.000732
201948_at   61.8    A   0.303711
202799_at   307.4   A   0.219482
203717_at   304.7   A   0.080566
202745_at   440.8   P   0.030273
212160_at   138.1   M   0.056152
202276_at   452 M   0.056152
202451_at   586.8   P   0.037598
217894_at   16.6    A   0.72583
202674_s_at 167.3   A   0.246094
203945_at   749.3   P   0.005859
215836_s_at 614.8   A   0.129639
206662_at   1701.8  P   0.001953
201805_at   909.2   A   0.334473
214114_x_at 828.9   A   0.366211
202270_at   308.3   P   0.000244
202974_at   3158.2  P   0.001953
209043_at   1268.5  P   0.046143
218025_s_at 28.8    A   0.80542
202772_at   956 A   0.111572
202193_at   550.3   P   0.018555
218066_at   1208.5  P   0.010742
218042_at   448.4   A   0.067627
221576_at   33.9    A   0.932373
206854_s_at 501 A   0.080566
209159_s_at 69.1    A   0.567627
202530_at   1596.7  P   0.00415
202692_s_at 288.2   A   0.171387
210097_s_at 352.4   P   0.018555
202734_at   592.6   A   0.080566
202135_s_at 989.7   A   0.171387
201827_at   577.8   P   0.010742
203081_at   540 A   0.19458
203029_s_at 360.6   A   0.5
202528_at   32.6    A   0.80542
209190_s_at 666 A   0.111572
208228_s_at 224.4   A   0.19458
202212_at   171.4   A   0.601074
204388_s_at 38.3    A   0.72583
203065_s_at 119.8   A   0.5
204432_at   332.1   A   0.095215
204920_at   432 A   0.080566
209340_at   169.1   A   0.19458
209218_at   805.2   P   0.005859
213800_at   97.8    A   0.601074
221999_at   873.7   P   0.046143
202197_at   1232.8  P   0.037598
202330_s_at 47.2    A   0.533936
208451_s_at 777.6   M   0.056152
203805_s_at 637.4   A   0.567627
218190_s_at 572.8   P   0.046143
213816_s_at 311.4   A   0.129639
202313_at   1450.9  P   0.00415
214177_s_at 1211.9  P   0.030273
202032_s_at 1204.6  P   0.018555
202149_at   942.9   P   0.000732
202632_at   79  A   0.633789
202525_at   181.5   A   0.246094
203449_s_at 241.9   P   0.023926
220483_s_at 118.7   A   0.466064
203305_at   693 P   0.037598
202068_s_at 674.7   P   0.001221
202213_s_at 505.1   A   0.095215
203102_s_at 218.7   A   0.095215
209621_s_at 112.7   A   0.633789
209443_at   87.6    A   0.72583
202529_at   834.2   A   0.067627
201975_at   315.8   P   0.00293
205512_s_at 363.8   A   0.246094
211564_s_at 15.9    A   0.850342
202449_s_at 1894.4  P   0.005859
214182_at   383.9   P   0.00415
202565_s_at 1595.9  P   0.000732
211800_s_at 1279.8  P   0.000732
202945_at   282.7   A   0.466064
218427_at   39  A   0.533936
221492_s_at 1296.5  P   0.00293
203353_s_at 164.2   A   0.533936
212531_at   292.5   A   0.398926
202790_at   61.8    A   0.696289
221776_s_at 102.5   A   0.080566
202433_at   441 A   0.366211
218012_at   628.8   A   0.303711
211423_s_at 289.3   P   0.037598
218381_s_at 450.9   P   0.00293
201933_at   486 A   0.149658
212706_at   124.7   A   0.171387
207545_s_at 337.6   P   0.000244
202111_at   53.6    A   0.919434
209077_at   411.4   A   0.303711
215698_at   384.8   P   0.001221
218075_at   60.4    A   0.633789
209165_at   541.8   A   0.27417
215735_s_at 235.9   A   0.366211
202803_s_at 4878.7  P   0.018555
218087_s_at 11.5    A   0.932373
202655_at   563.8   A   0.19458
38398_at    969 A   0.089405
39763_at    174.5   A   0.765443
218021_at   1022.3  P   0.001953
202466_at   736.5   P   0.001221
202888_s_at 817.4   P   0.005859
202811_at   516.3   P   0.00415
203711_s_at 16.2    A   0.904785
207643_s_at 1392.4  A   0.067627
202221_s_at 337.1   P   0.030273
202561_at   370 A   0.080566
202461_at   512.7   A   0.080566
217977_at   8292.1  P   0.00293
218176_at   26.5    A   0.932373
202983_at   291 A   0.095215
202146_at   992 P   0.000732
219521_at   676.2   A   0.334473
218142_s_at 606.7   A   0.149658
202139_at   490.8   P   0.01416
204515_at   141.7   A   0.567627
202798_at   341.2   P   0.00415
204348_s_at 507.8   P   0.046143
202251_at   37.4    A   0.533936
202395_at   555.4   A   0.432373
217978_s_at 671.2   A   0.111572
202239_at   1084.7  A   0.171387
202934_at   542.9   A   0.129639
40225_at    1273    P   0.011447
204961_s_at 6261    P   0.001953
212858_at   68.8    A   0.567627
209426_s_at 313 A   0.27417
221593_s_at 749.7   M   0.056152
202633_at   360.8   P   0.030273
217936_at   202.3   M   0.056152
218623_at   48.2    A   0.696289
202502_at   294.2   P   0.01416
202006_at   695.4   A   0.067627
202431_s_at 103.6   A   0.633789
202324_s_at 314.3   P   0.037598
212321_at   379.3   P   0.01416
202620_s_at 85.4    A   0.111572
209846_s_at 357.8   A   0.080566
202842_s_at 553.4   P   0.018555
202039_at   398.3   A   0.432373
217932_at   451.9   A   0.246094
202693_s_at 1251.7  P   0.001953
202396_at   207.5   P   0.00415
207121_s_at 124.2   A   0.567627
202967_at   632.9   A   0.095215
205033_s_at 2860.4  P   0.000244
204697_s_at 280.5   A   0.129639
202117_at   1400.6  P   0.000732
205294_at   552.7   P   0.037598
202050_s_at 399.5   A   0.095215
202375_at   95.6    P   0.030273
209089_at   1858.1  P   0.000244
209124_at   5718.4  P   0.000732
202447_at   805.6   P   0.018555
209111_at   322 A   0.533936
202205_at   2124.8  P   0.005859
203058_s_at 371.4   A   0.171387
203270_at   73.1    A   0.753906
202768_at   82.7    A   0.932373
203238_s_at 82.8    A   0.780518
121_at  4036.2  P   0.005643
203790_s_at 631.4   A   0.219482
202912_at   1386.6  P   0.008057
220937_s_at 498.8   P   0.001953
204064_at   122.4   A   0.567627
209238_at   2174.2  P   0.000244
218457_s_at 363.4   A   0.5
202211_at   399 P   0.046143
203028_s_at 5689.9  P   0.000732
212360_at   2292.6  P   0.00415
203228_at   169.7   A   0.696289
210296_s_at 434.4   P   0.023926
202598_at   291.5   A   0.398926
204086_at   509.6   P   0.046143
204575_s_at 363.4   A   0.567627
209289_at   190.5   A   0.149658
202105_at   476.4   A   0.334473
209514_s_at 1738.6  P   0.01416
202455_at   691.3   A   0.171387
202365_at   172.1   M   0.056152
213378_s_at 1222.7  A   0.080566
209166_s_at 356.5   A   0.246094
219666_at   1921.1  P   0.01416
209490_s_at 362.6   A   0.19458
202783_at   159.3   P   0.008057
209613_s_at 17  A   0.567627
208393_s_at 57.2    A   0.72583
209208_at   202.8   A   0.567627
35254_at    1176.4  P   0.011447
203153_at   280.1   A   0.334473
221533_at   650.2   A   0.095215
218133_s_at 50.4    A   0.962402
204260_at   130.9   A   0.303711
202826_at   267.1   A   0.533936
207823_s_at 106.4   A   0.601074
218090_s_at 285.1   M   0.056152
215158_s_at 533.6   P   0.00293
202481_at   284.7   A   0.149658
203637_s_at 108.6   A   0.398926
215075_s_at 922.1   A   0.067627
202863_at   528.9   P   0.037598
213298_at   54.3    A   0.432373
210944_s_at 365.2   A   0.067627
218224_at   142.3   P   0.01416
202949_s_at 268.1   A   0.633789
209546_s_at 63.2    A   0.888428
209288_s_at 1012.7  P   0.000244
214585_s_at 223.7   A   0.466064
210517_s_at 266.8   A   0.27417
203371_s_at 1778.4  P   0.001953
211475_s_at 6882.3  P   0.000244
207543_s_at 814 P   0.030273
202800_at   186.9   A   0.5
202370_s_at 948.1   P   0.000732
203561_at   4552.7  P   0.000732
202668_at   214.4   A   0.246094
202587_s_at 508.8   A   0.067627
217981_s_at 329.1   P   0.046143
209247_s_at 89.1    A   0.72583
204658_at   539.3   P   0.023926
204570_at   34  A   0.932373
209303_at   594.1   A   0.067627
217930_s_at 731.6   A   0.129639
33814_at    323.1   A   0.162935
218494_s_at 184.1   A   0.633789
202138_x_at 628.8   A   0.149658
202573_at   1375.4  P   0.00415
202390_s_at 204.2   A   0.398926
217983_s_at 6724    P   0.000244
219050_s_at 88  A   0.72583
202544_at   967.9   P   0.037598
1487_at 722.3   A   0.234557
217996_at   156.7   A   0.067627
202468_s_at 486.5   A   0.19458
32836_at    1739.5  M   0.060419
32837_at    450.2   A   0.189687
220800_s_at 7.8 A   0.969727
204226_at   489.7   A   0.080566
218070_s_at 283.3   A   0.149658
209462_at   28.4    A   0.998779
202891_at   838.6   P   0.010742
202710_at   260.5   A   0.19458
202948_at   520.4   P   0.046143
202261_at   964.3   A   0.129639
207722_s_at 65.3    A   0.753906
218254_s_at 177.5   A   0.171387
205132_at   414.5   M   0.056152
202076_at   1132.1  P   0.000244
209384_at   564.4   A   0.149658
35776_at    818.8   A   0.107301
202671_s_at 336.8   A   0.095215
218101_s_at 1043.6  A   0.111572
220750_s_at 659.4   A   0.129639
220741_s_at 431.5   P   0.046143
207069_s_at 58  A   0.72583
222019_at   229.1   A   0.366211
202209_at   514.3   P   0.037598
41469_at    1406.4  P   0.001892
205324_s_at 516.4   A   0.219482
202660_at   143.3   P   0.046143
202645_s_at 552.8   P   0.046143
221519_at   126.9   A   0.633789
202500_at   141.6   A   0.398926
204331_s_at 512.9   A   0.334473
221521_s_at 21.4    A   0.80542
202337_at   531 A   0.111572
218321_x_at 563 A   0.27417
202592_at   1505.6  A   0.095215
202329_at   1310.5  M   0.056152
209477_at   206.1   A   0.334473
206393_at   23.3    A   0.969727
209487_at   206.6   A   0.219482
202413_s_at 790.8   P   0.008057
202348_s_at 623.7   P   0.037598
217989_at   2828.2  P   0.000244
217110_s_at 197.6   A   0.149658
218140_x_at 655.2   P   0.010742
203996_s_at 609.1   A   0.219482
212997_s_at 250.5   A   0.5
206055_s_at 187.9   A   0.111572
218188_s_at 122.1   A   0.219482
209141_at   1248.1  P   0.000244
218082_s_at 479.6   P   0.023926
202943_s_at 853.7   A   0.149658
221070_s_at 13.7    A   0.943848
209158_s_at 414.8   P   0.008057
212416_at   619.1   P   0.000244
204153_s_at 898.8   P   0.000244
203108_at   77.1    A   0.72583
202675_at   415.7   P   0.01416
204681_s_at 179.8   A   0.366211
214427_at   87.3    A   0.753906
202763_at   403.9   P   0.01416
217938_s_at 2069.7  P   0.001221
202992_at   392.8   M   0.056152
202245_at   481.5   A   0.149658
202130_at   1355    P   0.000244
218219_s_at 78.7    A   0.696289
202548_s_at 641.3   A   0.171387
209236_at   267.6   A   0.080566
218039_at   390.8   P   0.008057
218098_at   277.8   P   0.01416
209391_at   1851.6  P   0.01416
218207_s_at 74.5    A   0.303711
218166_s_at 232.4   A   0.080566
209185_s_at 1663.9  P   0.00293
203183_s_at 305.4   P   0.008057
202326_at   165.3   A   0.432373
218183_at   102.4   A   0.432373
202706_s_at 344.3   A   0.095215
203824_at   30.6    A   0.567627
202314_at   87.6    A   0.533936
202702_at   570.3   A   0.067627
202965_s_at 166.3   A   0.665527
212652_s_at 473.5   P   0.046143
213382_at   128.4   A   0.171387
202630_at   308.2   M   0.056152
203362_s_at 133.1   A   0.067627
202735_at   563.1   A   0.149658
202778_s_at 564.6   P   0.00415
203767_s_at 102.1   A   0.334473
209486_at   21.5    A   0.919434
209211_at   82.1    P   0.046143
202652_at   438.2   A   0.334473
214257_s_at 736.1   A   0.080566
209150_s_at 559.4   P   0.018555
209337_at   828.7   P   0.000732
203579_s_at 393.2   A   0.129639
203358_s_at 154.6   A   0.303711
39318_at    438.1   A   0.07383
202419_at   902 A   0.27417
206095_s_at 231 P   0.018555
202474_s_at 317.4   A   0.067627
203236_s_at 694.5   A   0.129639
207391_s_at 1465.1  P   0.001953
203349_s_at 85.9    A   0.533936
215884_s_at 549 P   0.005859
202847_at   425.6   A   0.303711
218599_at   304.3   A   0.398926
218088_s_at 1385.8  P   0.023926
203277_at   87.5    A   0.72583
204607_at   101.3   A   0.567627
207011_s_at 539.5   A   0.080566
204254_s_at 515.7   A   0.19458
203862_s_at 136.2   P   0.037598
219454_at   315.7   P   0.023926
210415_s_at 15.9    A   0.98584
202613_at   294.7   A   0.067627
209193_at   2622.7  P   0.030273
202294_at   687.5   A   0.334473
202223_at   248 A   0.334473
221589_s_at 154.5   P   0.005859
202731_at   590.6   P   0.000732
210624_s_at 31.5    A   0.19458
202641_at   746.9   P   0.001953
35671_at    370.7   A   0.47938
202733_at   368.7   A   0.111572
218032_at   2550.9  P   0.00293
202352_s_at 407 A   0.149658
202265_at   422.6   P   0.030273
209500_x_at 1255.7  P   0.023926
217007_s_at 35.2    A   0.976074
202495_at   540.2   A   0.095215
221746_at   350.5   A   0.466064
203021_at   2822.1  P   0.018555
203022_at   419.7   P   0.008057
209560_s_at 290.4   A   0.334473
218116_at   987.5   P   0.001953
207741_x_at 266.2   A   0.5
203075_at   798.5   P   0.000732
203433_at   734.3   P   0.008057
202442_at   2040.5  P   0.005859
202825_at   44.7    A   0.533936
214743_at   545.3   P   0.001221
202683_s_at 523.5   A   0.095215
204865_at   18.7    A   0.366211
37408_at    116.3   A   0.458816
202397_at   639.2   P   0.030273
202521_at   634.7   A   0.149658
202838_at   110.8   A   0.567627
205108_s_at 26.8    A   0.432373
209056_s_at 519.4   A   0.149658
203478_at   648.9   A   0.171387
202950_at   192.1   A   0.398926
204599_s_at 574.6   A   0.129639
218117_at   1005.1  P   0.00415
202920_at   191 A   0.111572
203931_s_at 418.4   A   0.398926
215498_s_at 6778.5  P   0.000244
215716_s_at 573.7   P   0.000244
209448_at   822.6   P   0.008057
202621_at   504.4   A   0.067627
209270_at   356.6   A   0.27417
202414_at   316 A   0.129639
203502_at   506.6   P   0.008057
209202_s_at 670 A   0.27417
202554_s_at 424.4   A   0.067627
204612_at   467.9   A   0.19458
203719_at   539.2   A   0.19458
209213_at   38.4    A   0.904785
204326_x_at 494.8   A   0.219482
202715_at   107.8   A   0.828613
219728_at   19  A   0.72583
202896_s_at 781.9   M   0.056152
202484_s_at 650.9   A   0.129639
212462_at   36.3    A   0.633789
206488_s_at 387.4   A   0.19458
219922_s_at 38.3    A   0.567627
202822_at   1049.5  P   0.010742
203471_s_at 1136.9  P   0.000244
210080_x_at 328.8   A   0.246094
202491_s_at 259.7   P   0.046143
43544_at    507.4   A   0.07383
203904_x_at 385.1   A   0.633789
202911_at   178.4   A   0.5
202506_at   670.6   P   0.00415
202813_at   165.7   A   0.533936
218239_s_at 171.4   M   0.056152
203292_s_at 981.5   A   0.080566
209112_at   1944.1  P   0.000244
202360_at   633.5   P   0.046143
213226_at   20.3    A   0.888428
209264_s_at 90  A   0.80542
219350_s_at 1050.2  P   0.010742
202422_s_at 256.4   M   0.056152
207276_at   125.6   A   0.334473
218720_x_at 618.5   A   0.246094
216598_s_at 34.1    A   0.981445
203185_at   3985.1  P   0.000732
202542_s_at 790.9   A   0.080566
203296_s_at 38.9    A   0.466064
203182_s_at 763.5   P   0.000732
203908_at   162.2   M   0.056152
209428_s_at 133.6   A   0.5
222030_at   721.7   P   0.023926
218443_s_at 472.2   P   0.008057
203088_at   246.4   A   0.633789
202638_s_at 480.6   A   0.067627
202756_s_at 75.6    A   0.753906
203413_at   787.4   P   0.037598
210472_at   188.2   A   0.398926
202781_s_at 898.2   P   0.010742
221882_s_at 947.5   P   0.000732
202486_at   244.9   A   0.366211
202615_at   2508.2  P   0.008057
202924_s_at 419.6   A   0.129639
202688_at   4698.6  P   0.000244
203149_at   818.5   P   0.046143
215726_s_at 268.4   A   0.067627
206846_s_at 1250.4  A   0.129639
202606_s_at 377.7   P   0.000244
1431_at 88.7    A   0.234557
202705_at   148.4   A   0.366211
216958_s_at 82.6    A   0.633789
202814_s_at 120 A   0.398926
207002_s_at 549.8   P   0.008057
210962_s_at 179.2   P   0.01416
202762_at   236.5   A   0.5
212739_s_at 342.4   A   0.129639
202607_at   501.6   P   0.010742
207071_s_at 978.3   A   0.067627
202401_s_at 97.7    A   0.567627
32402_s_at  67.6    A   0.810313
212843_at   277.7   A   0.303711
215548_s_at 152.2   A   0.129639
209155_s_at 736.3   P   0.005859
206151_x_at 386.4   A   0.334473
203275_at   1651.6  P   0.010742
206580_s_at 535.9   A   0.171387
207522_s_at 253.6   A   0.27417
203040_s_at 1077    P   0.030273
204178_s_at 37.5    A   0.753906
203071_at   159.9   A   0.567627
218203_at   670.7   P   0.001221
218567_x_at 86.9    A   0.753906
202853_s_at 533.3   P   0.018555
209310_s_at 818.1   P   0.046143
202527_s_at 263.1   P   0.000732
202382_s_at 69.1    A   0.753906
222175_s_at 759.4   A   0.111572
202742_s_at 208.1   P   0.000244
209637_s_at 313.7   A   0.219482
202969_at   241.9   A   0.111572
218387_s_at 933.3   A   0.080566
209355_s_at 67.3    A   0.753906
205912_at   315.9   A   0.19458
203389_at   893.3   A   0.111572
202840_at   558.2   M   0.056152
209195_s_at 599.8   A   0.303711
203267_s_at 47  A   0.870361
202716_at   777.8   M   0.056152
220143_x_at 582.2   A   0.334473
202475_at   307.3   A   0.129639
203602_s_at 488.2   A   0.19458
202880_s_at 964.4   P   0.005859
202786_at   142.6   P   0.01416
207318_s_at 1433.9  A   0.129639
202743_at   182.4   A   0.466064
202806_at   38.5    A   0.828613
203420_at   2239.3  P   0.005859
202644_s_at 1119.7  P   0.00415
203822_s_at 1275    P   0.010742
213457_at   43.2    A   0.633789
209187_at   727.9   P   0.000244
218384_at   688.3   A   0.466064
202614_at   206.7   P   0.00293
218294_s_at 433.7   P   0.008057
218005_at   488.5   A   0.149658
202546_at   446.4   P   0.037598
215125_s_at 192.6   A   0.366211
222082_at   588.6   P   0.023926
202584_at   522.8   A   0.334473
209807_s_at 522.3   A   0.111572
209162_s_at 271.1   A   0.334473
35265_at    284.4   A   0.189687
203097_s_at 1731.1  P   0.000732
203180_at   349.7   A   0.432373
202767_at   257.5   A   0.171387
218157_x_at 6296.9  P   0.005859
209215_at   51.5    A   0.828613
202907_s_at 746.7   P   0.000244
211152_s_at 204.6   A   0.19458
203164_at   142.9   A   0.334473
209323_at   946.1   P   0.00293
212551_at   340.5   A   0.171387
218212_s_at 49.2    A   0.72583
218934_s_at 266.6   A   0.129639
216266_s_at 523 P   0.00415
218232_at   134.2   A   0.303711
202878_s_at 3454.9  P   0.00293
212670_at   78.5    A   0.888428
203006_at   891.1   P   0.001221
209615_s_at 291.2   A   0.149658
210538_s_at 449.9   A   0.129639
203146_s_at 842 A   0.219482
37462_i_at  113 A   0.723753
209407_s_at 54.8    A   0.5
203416_at   8690    P   0.000732
203196_at   91.8    A   0.219482
203232_s_at 482.5   P   0.001953
48580_at    1634.8  A   0.089405
203313_s_at 324.3   P   0.00415
204514_at   106.9   A   0.5
212716_s_at 720.4   P   0.000732
203188_at   646.9   A   0.171387
216834_at   30.3    A   0.850342
219931_s_at 396.1   A   0.129639
202496_at   85.6    A   0.432373
221558_s_at 1066.5  P   0.037598
203351_s_at 420.9   P   0.037598
208024_s_at 274.3   M   0.056152
213041_s_at 331.4   A   0.246094
221873_at   324.1   P   0.046143
203201_at   21.7    A   0.753906
202868_s_at 413.8   A   0.246094
202680_at   606.9   A   0.27417
203131_at   243.5   A   0.303711
37004_at    273.1   A   0.267463
209398_at   387.6   P   0.046143
202850_at   219.4   A   0.129639
210845_s_at 1140.9  P   0.005859
203002_at   156.5   A   0.171387
206422_at   52.3    A   0.80542
203516_at   1450.9  P   0.01416
33322_i_at  956.3   A   0.135974
33323_r_at  1899.9  P   0.011447
203213_at   23.1    A   0.334473
209250_at   442.9   P   0.000732
218665_at   586.4   A   0.432373
212589_at   168.9   A   0.398926
206855_s_at 237.5   A   0.080566
203039_s_at 303 M   0.056152
218557_at   145.5   A   0.171387
219509_at   271.7   A   0.466064
212624_s_at 73.5    A   0.888428
218061_at   134.8   A   0.366211
218308_at   592.5   A   0.366211
203436_at   615.7   A   0.095215
210070_s_at 202.1   A   0.129639
37020_at    12.5    A   0.933135
202472_at   95.8    A   0.432373
65517_at    293.2   A   0.5
218575_at   243.5   A   0.533936
1861_at 196.6   P   0.00418
203939_at   165.5   A   0.27417
202787_s_at 448.3   P   0.008057
212519_at   567.2   P   0.001221
216026_s_at 226.7   A   0.432373
203273_s_at 416.2   A   0.246094
204614_at   409.2   P   0.046143
203187_at   788.9   A   0.19458
203593_at   205 A   0.334473
214270_s_at 66.9    A   0.334473
32723_at    38.9    A   0.458816
218286_s_at 262 A   0.171387
213892_s_at 362.3   A   0.303711
203064_s_at 633.5   A   0.171387
202930_s_at 165.1   P   0.010742
202355_s_at 278.1   P   0.01416
202957_at   8548.4  P   0.000244
216250_s_at 1758.2  P   0.005859
205546_s_at 725.7   M   0.056152
202616_s_at 42.9    A   0.80542
202605_at   237.8   A   0.466064
203621_at   654.2   P   0.010742
213396_s_at 1641.3  P   0.030273
218400_at   489.4   A   0.366211
205693_at   612.5   A   0.303711
219625_s_at 673.7   A   0.466064
209219_at   92  A   0.567627
209520_s_at 144 A   0.149658
210981_s_at 1317.6  A   0.246094
204271_s_at 175.3   A   0.171387
209686_at   60.9    A   0.5
203649_s_at 530.4   A   0.303711
212296_at   373.9   A   0.149658
212628_at   999.1   P   0.01416
203936_s_at 1602.7  P   0.000244
202564_x_at 239.8   A   0.753906
203240_at   81  A   0.72583
203591_s_at 6182.1  P   0.001953
202961_s_at 954.9   P   0.01416
203612_at   715.2   A   0.334473
203035_s_at 223.5   A   0.432373
218227_at   390.2   A   0.334473
203453_at   57.2    A   0.870361
202726_at   43.4    A   0.780518
218120_s_at 494.5   P   0.046143
209324_s_at 173.7   A   0.303711
202689_at   612.3   A   0.19458
203297_s_at 1701    P   0.00293
209333_at   86  A   0.533936
202464_s_at 690.7   P   0.008057
205550_s_at 902.4   P   0.046143
202696_at   353.1   A   0.095215
210639_s_at 313 P   0.00293
202399_s_at 839.8   P   0.037598
34225_at    219.3   P   0.011447
203576_at   33.4    A   0.80542
210365_at   338.2   A   0.111572
217976_s_at 591.4   P   0.001221
213775_x_at 637.4   P   0.046143
202820_at   40.4    A   0.601074
203743_s_at 220 A   0.067627
209685_s_at 2845.6  P   0.001953
214165_s_at 20.7    A   0.953857
203586_s_at 935.6   M   0.056152
209375_at   1351.9  P   0.01416
204427_s_at 42.6    A   0.567627
203980_at   258.8   A   0.633789
203198_at   268.1   A   0.466064
204272_at   661 A   0.219482
208002_s_at 292.3   A   0.303711
202679_at   388.4   M   0.056152
209326_at   229 A   0.149658
202927_at   11.9    A   0.80542
204504_s_at 95.8    A   0.870361
209604_s_at 635.1   A   0.080566
203334_at   35.8    A   0.850342
209365_s_at 764 P   0.023926
216986_s_at 200.7   A   0.5
38043_at    120.1   A   0.732537
221191_at   241.4   A   0.567627
203046_s_at 496.1   A   0.080566
205049_s_at 986.4   A   0.095215
202659_at   962.2   A   0.19458
204151_x_at 751.1   A   0.095215
202958_at   744.9   A   0.219482
202586_at   37.7    A   0.932373
212552_at   1086.2  P   0.000732
202252_at   298.4   A   0.398926
210001_s_at 251.5   A   0.111572
219878_s_at 28.2    A   0.828613
202858_at   1413.8  A   0.149658
218311_at   121.8   A   0.129639
213180_s_at 625.6   P   0.046143
207717_s_at 91.2    A   0.095215
40446_at    2155.8  P   0.003585
203130_s_at 499.1   A   0.095215
205502_at   597.7   A   0.129639
222216_s_at 50.2    A   0.80542
211519_s_at 409.8   P   0.023926
219424_at   62.8    A   0.888428
218200_s_at 819.4   P   0.000732
203608_at   17.2    A   0.888428
203291_at   215.4   A   0.246094
212604_at   269.8   A   0.19458
203531_at   473.5   P   0.01416
221523_s_at 358.2   P   0.010742
202862_at   206 A   0.067627
213553_x_at 334.9   A   0.366211
218253_s_at 905.2   A   0.080566
203565_s_at 26.5    A   0.98584
202557_at   249.4   P   0.01416
209239_at   660.5   A   0.303711
221508_at   299.5   P   0.00293
218267_at   241.6   A   0.466064
203132_at   149.3   P   0.023926
212501_at   10046.4 P   0.000244
203140_at   4085.2  P   0.001221
207438_s_at 202.3   A   0.567627
203316_s_at 423.4   P   0.00293
202951_at   864.5   P   0.000244
209529_at   93.6    A   0.601074
203054_s_at 666.9   A   0.111572
218221_at   225.5   P   0.01416
218263_s_at 451.6   P   0.037598
40569_at    960.8   A   0.175989
215807_s_at 38.2    A   0.953857
218357_s_at 1105.6  P   0.010742
222258_s_at 233.6   A   0.366211
202780_at   333 A   0.334473
203025_at   660.7   A   0.27417
209253_at   453.8   A   0.27417
32541_at    129.1   P   0.031336
32540_at    443.3   P   0.008689
218318_s_at 373 M   0.056152
212672_at   334.9   A   0.095215
209268_at   324.9   A   0.219482
206989_s_at 949.5   P   0.001221
202520_s_at 840.9   A   0.334473
207105_s_at 553 A   0.27417
202893_at   431.2   A   0.149658
206119_at   150.5   A   0.334473
209194_at   61.6    A   0.601074
202636_at   430.4   A   0.303711
45572_s_at  2207.4  P   0.001602
50277_at    2434    P   0.005643
204246_s_at 1268.3  P   0.037598
209806_at   1805.6  P   0.001953
203087_s_at 417 M   0.056152
209272_at   712.3   P   0.008057
208095_s_at 133.4   A   0.246094
202697_at   355.1   P   0.037598
202886_s_at 337.8   P   0.030273
209625_at   25.2    A   0.870361
203038_at   302.8   A   0.080566
205122_at   74.6    A   0.219482
218231_at   1366.9  A   0.129639
212685_s_at 125.3   A   0.219482
208447_s_at 290.1   P   0.046143
205623_at   59.1    A   0.72583
209413_at   647.8   P   0.030273
202876_s_at 1595.2  P   0.008057
208190_s_at 27.4    A   0.919434
219201_s_at 9.9 A   0.962402
221760_at   884.1   P   0.01416
203592_s_at 344.2   A   0.27417
202939_at   1486    P   0.001953
218127_at   536.1   P   0.01416
