#ID_REF = 
#VALUE = Signal
#ABS_CALL = Detection call
#DETECTION P-VALUE = Detection p-value
ID_REF  VALUE   ABS_CALL    DETECTION P-VALUE
202277_at   431.5   P   0.023926
209309_at   114.9   A   0.533936
212223_at   739.1   A   0.095215
208074_s_at 1072.5  A   0.095215
201872_s_at 386.8   A   0.111572
216238_s_at 215.1   A   0.366211
219483_s_at 520.1   A   0.366211
219375_at   46.9    A   0.850342
201725_at   868.6   A   0.095215
201526_at   2201.7  A   0.067627
201851_at   586.3   A   0.5
218205_s_at 726.3   P   0.037598
209357_at   100.2   A   0.72583
213741_s_at 281.7   A   0.19458
202230_s_at 296.7   A   0.27417
202448_s_at 575.8   A   0.171387
202172_at   560.6   P   0.008057
202488_s_at 1971.6  P   0.01416
203854_at   245.8   A   0.171387
209029_at   61.7    A   0.533936
201480_s_at 1701.2  A   0.171387
202207_at   1041.1  P   0.030273
207625_s_at 98.8    A   0.72583
208882_s_at 259.5   P   0.037598
208991_at   2606.9  P   0.001953
201740_at   702.1   A   0.246094
207157_s_at 1628.3  P   0.008057
205024_s_at 125.6   A   0.27417
202947_s_at 40326.9 P   0.000244
201612_at   607 A   0.246094
202155_s_at 1546.6  P   0.037598
201864_at   676 A   0.334473
209196_at   407.1   A   0.601074
201648_at   1425.3  P   0.00415
201816_s_at 140.8   A   0.19458
202041_s_at 180.8   A   0.567627
208943_s_at 575.7   A   0.149658
201672_s_at 466.3   A   0.129639
216264_s_at 125.8   A   0.432373
203663_s_at 472.1   A   0.246094
217815_at   1622.8  P   0.037598
218086_at   195.3   A   0.466064
209295_at   597 P   0.023926
217993_s_at 2753    P   0.00293
217846_at   755.1   A   0.27417
201659_s_at 398.5   A   0.27417
212378_at   874.5   A   0.171387
40489_at    184.1   A   0.47938
217971_at   690.4   A   0.067627
201908_at   385 A   0.129639
209267_s_at 184.8   A   0.366211
202008_s_at 571.9   A   0.19458
212318_at   609.3   A   0.149658
202845_s_at 1132    P   0.001221
209108_at   391.5   A   0.219482
210409_at   301 A   0.366211
209033_s_at 1628.5  P   0.018555
209047_at   807 A   0.149658
203216_s_at 216.6   A   0.19458
206332_s_at 1100.8  P   0.001953
202717_s_at 439.4   P   0.00415
209022_at   1437.3  P   0.000732
204199_at   60.9    A   0.870361
202477_s_at 357.7   A   0.398926
217827_s_at 152.3   A   0.533936
209535_s_at 437.7   A   0.171387
205479_s_at 368.5   A   0.303711
202405_at   87.7    A   0.466064
218671_s_at 422.2   A   0.366211
201578_at   350.5   A   0.19458
203434_s_at 69.3    A   0.432373
209130_at   1184    P   0.000244
217906_at   519.9   P   0.023926
201575_at   711.2   P   0.001953
217839_at   143.8   A   0.780518
38703_at    1421.7  P   0.013092
209392_at   398.2   A   0.171387
202078_at   1008.4  P   0.023926
201749_at   901.4   P   0.046143
203543_s_at 102.1   A   0.334473
202267_at   684.9   A   0.366211
221667_s_at 80  A   0.601074
201517_at   270.8   A   0.095215
33132_at    162.8   A   0.795978
202556_s_at 768.4   A   0.095215
202439_s_at 866.6   M   0.056152
209135_at   29.1    A   0.665527
217882_at   7078.1  P   0.000732
201887_at   1101.8  P   0.001953
208994_s_at 1306.7  A   0.080566
203105_s_at 512.2   A   0.067627
209348_s_at 204.2   A   0.149658
217862_at   1589.4  P   0.000732
202551_s_at 13.3    A   0.932373
202373_s_at 498.7   A   0.533936
221827_at   636.4   A   0.27417
202054_s_at 39.5    A   0.5
202096_s_at 1539    P   0.01416
202334_s_at 1126.2  A   0.095215
218215_s_at 1194.5  A   0.171387
212586_at   300.8   A   0.19458
201603_at   381.8   A   0.067627
209173_at   22.3    A   0.999756
215097_at   161 A   0.665527
217901_at   142.3   A   0.904785
208898_at   495.5   A   0.246094
210293_s_at 66.3    A   0.149658
214268_s_at 769.7   A   0.111572
201758_at   887.3   A   0.366211
209139_s_at 44.2    A   0.72583
201592_at   1333.5  A   0.129639
217791_s_at 532.9   M   0.056152
221507_at   143 A   0.533936
212298_at   54.9    A   0.665527
218469_at   244.2   A   0.111572
220757_s_at 8782    P   0.001953
213704_at   134.7   A   0.334473
205050_s_at 1029.3  P   0.023926
209526_s_at 488 A   0.095215
212269_s_at 50.1    A   0.919434
201931_at   29.3    A   0.567627
209944_at   530.5   P   0.046143
202283_at   162.1   A   0.696289
221499_s_at 852.1   P   0.005859
212878_s_at 78.1    A   0.80542
202929_s_at 62.7    A   0.919434
208921_s_at 540.3   A   0.095215
201916_s_at 515.1   P   0.023926
202202_s_at 36.2    A   0.753906
209028_s_at 564.7   P   0.001953
221748_s_at 3145.8  P   0.001953
201434_at   142.9   A   0.919434
218080_x_at 114.1   A   0.665527
203849_s_at 38.4    A   0.72583
213795_s_at 318 A   0.567627
217912_at   743.6   A   0.219482
202164_s_at 762.5   P   0.018555
201954_at   2685.9  P   0.001953
202088_at   128.5   A   0.466064
202295_s_at 753.5   A   0.303711
201913_s_at 305.6   A   0.246094
203460_s_at 726.4   P   0.00293
209003_at   548.4   A   0.19458
211317_s_at 455.4   A   0.334473
201795_at   1736.8  P   0.010742
203370_s_at 671.9   A   0.219482
201419_at   436 A   0.5
49077_at    1339.6  A   0.138765
202593_s_at 588.3   A   0.067627
204054_at   269.3   A   0.398926
201528_at   144.2   A   0.334473
211558_s_at 119.3   A   0.533936
202152_x_at 459.9   A   0.601074
220076_at   42.2    A   0.753906
204560_at   30.4    A   0.998047
202118_s_at 466.4   P   0.010742
212102_s_at 416.9   P   0.018555
218078_s_at 310.1   A   0.303711
209205_s_at 771.4   A   0.111572
216885_s_at 1082.5  A   0.095215
201870_at   802.3   A   0.19458
212429_s_at 535.6   A   0.432373
201871_s_at 1434.4  A   0.095215
209617_s_at 380.8   A   0.129639
203202_at   290.5   A   0.432373
217990_at   69.9    A   0.5
217478_s_at 554.5   A   0.095215
202009_at   895.4   A   0.398926
205650_s_at 781 A   0.219482
201722_s_at 512.6   P   0.008057
201972_at   1791.9  P   0.023926
207769_s_at 532.4   P   0.023926
208598_s_at 1130.5  P   0.046143
213571_s_at 390.9   A   0.246094
202012_s_at 275 A   0.601074
212657_s_at 1059.7  P   0.005859
211548_s_at 125.1   A   0.398926
201703_s_at 764.1   A   0.366211
201738_at   1243.1  P   0.000244
214577_at   34.3    A   0.753906
210621_s_at 186.6   A   0.19458
207847_s_at 758.9   A   0.111572
201579_at   586.4   A   0.19458
202116_at   158.9   A   0.780518
202123_s_at 281.5   A   0.601074
201920_at   124.6   A   0.432373
202415_s_at 146.7   A   0.828613
220319_s_at 123.5   A   0.665527
202437_s_at 76.4    A   0.5
201823_s_at 267.7   M   0.056152
206449_s_at 383.8   A   0.19458
218326_s_at 13.5    A   0.533936
202023_at   62.6    A   0.80542
203752_s_at 3812.2  P   0.000244
210907_s_at 1489.1  P   0.00293
207585_s_at 1809.4  P   0.000732
202236_s_at 160.7   A   0.533936
213551_x_at 786.8   A   0.303711
207574_s_at 936.8   P   0.00293
218009_s_at 46.6    A   0.870361
201673_s_at 721.3   A   0.111572
209786_at   384.5   P   0.018555
211136_s_at 227.3   A   0.432373
209269_s_at 140.8   A   0.567627
217829_s_at 115.3   A   0.665527
201828_x_at 2176.7  A   0.303711
201847_at   572.2   A   0.27417
209044_x_at 665.8   A   0.303711
205145_s_at 183.8   A   0.466064
218092_s_at 319.2   A   0.067627
213919_at   828.6   A   0.080566
46270_at    1103.2  A   0.250724
217817_at   365.5   A   0.80542
202112_at   71.4    A   0.953857
201628_s_at 516.3   A   0.129639
202421_at   550 P   0.023926
215535_s_at 1438.3  P   0.037598
57163_at    893.6   A   0.107301
202831_at   1307.8  A   0.149658
217861_s_at 351.9   P   0.030273
206562_s_at 420.6   A   0.398926
201886_at   1652.3  A   0.080566
217979_at   755.2   P   0.037598
204422_s_at 11.7    A   0.991943
201987_at   379.1   A   0.080566
217873_at   1228.7  A   0.080566
632_at  2283.2  P   0.002228
204653_at   563.5   M   0.056152
209275_s_at 669.4   A   0.27417
215418_at   424.2   A   0.095215
209035_at   301.7   A   0.533936
202187_s_at 1393    A   0.129639
202505_at   485.9   A   0.334473
209262_s_at 75.6    A   0.932373
201700_at   1587    P   0.030273
209093_s_at 215.7   A   0.432373
209094_at   96.8    A   0.780518
202501_at   688.4   A   0.067627
202332_at   201.1   A   0.567627
203588_s_at 388.9   A   0.334473
202082_s_at 2568.1  P   0.00415
202077_at   366.8   A   0.246094
202708_s_at 544.8   P   0.000244
203160_s_at 316.6   A   0.398926
203218_at   252.2   A   0.870361
213251_at   169 A   0.149658
203055_s_at 892.6   A   0.246094
209058_at   636.3   A   0.303711
91920_at    1442.2  A   0.089405
209095_at   483.2   A   0.219482
201746_at   418.1   A   0.149658
202086_at   925.8   A   0.303711
201696_at   522.3   A   0.303711
209061_at   728.6   A   0.149658
214148_at   209.7   A   0.567627
217923_at   556.6   A   0.303711
201980_s_at 391.7   A   0.067627
206353_at   694 A   0.219482
202011_at   284.3   M   0.056152
207186_s_at 672.2   A   0.080566
202388_at   16885.6 P   0.000244
202073_at   708.1   P   0.010742
202569_s_at 51.6    A   0.19458
1053_at 31.6    A   0.749276
202228_s_at 685 P   0.00415
202539_s_at 73.8    A   0.80542
212870_at   642.4   P   0.023926
217956_s_at 426 A   0.633789
202824_s_at 736.6   M   0.056152
202392_s_at 1636.8  A   0.067627
202038_at   683.5   A   0.171387
221497_x_at 1101.2  P   0.00293
217973_at   77.4    A   0.850342
201955_at   513.2   A   0.149658
214341_at   138.5   A   0.5
41160_at    198.3   A   0.621816
221502_at   246.7   A   0.366211
213213_at   621.1   A   0.095215
207595_s_at 84.1    A   0.904785
209489_at   1191.1  P   0.046143
212369_at   868 A   0.334473
209321_s_at 402.5   A   0.19458
201622_at   1035.9  A   0.466064
202246_s_at 977.6   A   0.129639
201989_s_at 115.4   A   0.432373
205615_at   11.5    A   0.962402
202264_s_at 1992.8  P   0.010742
206029_at   45.5    A   0.601074
209042_s_at 148.4   A   0.696289
213581_at   13.5    A   0.870361
202174_s_at 109.7   A   0.533936
222138_s_at 373.3   A   0.27417
202185_at   816.8   A   0.129639
203234_at   128.1   A   0.5
202179_at   75.9    A   0.919434
202499_s_at 2048.7  P   0.000244
217870_s_at 88.6    A   0.432373
222011_s_at 701.6   A   0.080566
218900_at   81.3    A   0.780518
217960_s_at 87.6    A   0.943848
201792_at   179.4   A   0.753906
202061_s_at 1272.4  P   0.037598
209854_s_at 92.8    A   0.753906
221737_at   684 A   0.432373
202066_at   46.1    A   0.80542
208830_s_at 1387.5  P   0.030273
202159_at   246.4   A   0.466064
218059_at   686.3   A   0.366211
215338_s_at 465.7   P   0.008057
217974_at   31  A   0.780518
203284_s_at 45.4    A   0.601074
218206_x_at 566.5   A   0.334473
202282_at   461.3   A   0.334473
217937_s_at 69.1    A   0.72583
213951_s_at 59.8    A   0.665527
218030_at   948.7   A   0.27417
220052_s_at 255.2   A   0.398926
204534_at   449.7   A   0.303711
209183_s_at 98  A   0.850342
208922_s_at 1469.1  P   0.030273
209157_at   411.9   A   0.080566
201690_s_at 65.7    A   0.696289
210740_s_at 3223.4  P   0.046143
201647_s_at 524.8   P   0.018555
201588_at   1299.1  P   0.010742
218063_s_at 59.5    A   0.953857
202106_at   107.6   A   0.633789
219106_s_at 143.1   A   0.432373
202030_at   132 A   0.5
202097_at   521.7   P   0.008057
203666_at   477.1   A   0.171387
203559_s_at 562.7   A   0.149658
218173_s_at 443.6   P   0.046143
202085_at   39.3    A   0.696289
203549_s_at 79.2    A   0.601074
217933_s_at 391 M   0.056152
202550_s_at 322.4   A   0.533936
201938_at   369.9   A   0.27417
202350_s_at 16.7    A   0.633789
202322_s_at 809.6   P   0.037598
201976_s_at 522.2   A   0.466064
202273_at   100.1   A   0.80542
203392_s_at 447.7   A   0.149658
217942_at   288.2   P   0.018555
202766_s_at 285.6   A   0.219482
202289_s_at 215.3   A   0.533936
218024_at   580.5   A   0.095215
217844_at   1291    A   0.111572
218182_s_at 339.9   A   0.303711
202458_at   430.7   A   0.432373
217931_at   615.3   A   0.067627
202256_at   169.1   A   0.432373
201589_at   235.2   A   0.246094
203053_at   265.1   M   0.056152
209146_at   19.9    A   0.753906
202069_s_at 76.3    A   0.466064
36936_at    960.9   P   0.005643
201912_s_at 6881.2  P   0.000244
201756_at   750.6   A   0.129639
202104_s_at 65.5    A   0.366211
213754_s_at 121 A   0.398926
211563_s_at 405.6   A   0.432373
219437_s_at 60  A   0.919434
203590_at   142.7   A   0.780518
202712_s_at 586.8   A   0.27417
202042_at   92.1    A   0.567627
203245_s_at 42.6    A   0.932373
202724_s_at 516.2   A   0.095215
202102_s_at 4663.6  P   0.000244
203336_s_at 72.5    A   0.828613
212331_at   850.6   A   0.111572
210532_s_at 1703.6  A   0.067627
203262_s_at 486.1   A   0.334473
203722_at   61.4    A   0.904785
219140_s_at 61.4    A   0.932373
219466_s_at 302 A   0.5
38766_at    959.3   A   0.250724
207280_at   131.5   A   0.80542
221761_at   766.4   A   0.095215
202597_at   1316.6  A   0.149658
202902_s_at 3998.4  P   0.001953
219485_s_at 80.3    A   0.665527
202331_at   121 A   0.601074
201620_at   613.1   A   0.366211
210793_s_at 282.9   P   0.001953
202025_x_at 1463.7  A   0.080566
202746_at   228.1   P   0.005859
205750_at   297.4   A   0.27417
202140_s_at 853.2   A   0.219482
202168_at   356.4   A   0.129639
201716_at   1636.2  A   0.246094
221750_at   180.5   A   0.246094
217911_s_at 297 A   0.129639
222162_s_at 98.8    A   0.633789
206294_at   197.1   A   0.533936
208986_at   469.2   P   0.001221
201930_at   451 A   0.149658
214909_s_at 172.2   A   0.432373
202244_at   810 A   0.080566
209189_at   594.4   A   0.533936
206064_s_at 339.7   A   0.398926
203443_at   136 A   0.72583
209034_at   3738    P   0.010742
213044_at   1572    P   0.01416
202625_at   1571.7  P   0.000732
209122_at   497.7   A   0.567627
206571_s_at 476.8   A   0.246094
209517_s_at 1595.8  P   0.037598
205563_at   123.2   A   0.850342
201730_s_at 2062.4  P   0.037598
203162_s_at 1386.9  P   0.008057
203083_at   142.3   A   0.398926
213735_s_at 1676    P   0.005859
218673_s_at 229.6   A   0.366211
201967_at   345.6   A   0.111572
218336_at   723.5   A   0.095215
201895_at   1349.4  A   0.303711
201995_at   362.3   A   0.19458
202622_s_at 97  A   0.753906
202732_at   185.4   A   0.533936
202196_s_at 15  A   0.870361
217969_at   1090.7  A   0.246094
202127_at   640.8   A   0.095215
202686_s_at 69.3    A   0.696289
201923_at   105.5   A   0.5
218604_at   242.8   A   0.5
216903_s_at 774 A   0.5
202582_s_at 391.1   A   0.111572
217876_at   52  A   0.850342
202996_at   1153.9  A   0.171387
202136_at   813.2   P   0.000732
218011_at   456.8   A   0.432373
202515_at   738.4   A   0.219482
209088_s_at 1548.4  P   0.001953
203366_at   614.7   A   0.149658
202024_at   875.1   A   0.171387
213857_s_at 900.9   P   0.01416
218064_s_at 42.2    A   0.696289
202215_s_at 598.8   P   0.030273
202857_at   43.7    A   0.80542
209123_at   322.1   A   0.533936
202017_at   134.6   A   0.567627
213572_s_at 608 A   0.080566
206031_s_at 367.4   A   0.219482
209283_at   304.9   A   0.753906
208408_at   235.1   A   0.432373
203123_s_at 462.3   M   0.056152
201945_at   2015.3  P   0.00293
210817_s_at 1279.2  A   0.080566
216092_s_at 1161.2  P   0.046143
202729_s_at 282.5   A   0.366211
202292_x_at 2579.3  A   0.095215
218036_x_at 283 A   0.067627
202169_s_at 519.8   P   0.018555
211488_s_at 297.7   A   0.334473
204192_at   1344.1  P   0.030273
205054_at   522.9   A   0.171387
202114_at   444.6   P   0.00415
210226_at   1362.9  M   0.056152
218285_s_at 24.6    A   0.753906
209154_at   40.5    A   0.888428
209640_at   640.4   P   0.010742
202290_at   168.8   A   0.633789
208985_s_at 386.5   A   0.111572
202201_at   12244.1 P   0.000244
203323_at   282 A   0.111572
220587_s_at 193.5   A   0.696289
204284_at   407.4   A   0.171387
204965_at   259.6   A   0.696289
202227_s_at 640 A   0.080566
209570_s_at 205.3   A   0.5
201726_at   395.2   A   0.129639
202510_s_at 3545.3  P   0.005859
214780_s_at 1304.3  A   0.129639
202161_at   151.5   A   0.5
202590_s_at 543.4   A   0.366211
221841_s_at 184.7   A   0.334473
202241_at   285.6   A   0.366211
202513_s_at 1143.6  P   0.008057
209616_s_at 143.1   A   0.466064
216836_s_at 76  A   0.696289
209143_s_at 409.7   A   0.080566
210762_s_at 386.4   A   0.601074
203186_s_at 3902.1  P   0.001953
217995_at   1142.8  A   0.246094
218132_s_at 1224.3  P   0.008057
202664_at   1226.7  P   0.001953
201935_s_at 80.3    A   0.72583
202020_s_at 480.6   A   0.5
202411_at   140.3   A   0.5
202109_at   154.4   A   0.780518
218150_at   469.2   M   0.056152
203301_s_at 306.2   A   0.27417
213225_at   50.2    A   0.27417
209230_s_at 499.2   A   0.219482
202180_s_at 529.5   A   0.366211
202100_at   2103.4  P   0.008057
219862_s_at 224.1   A   0.27417
209110_s_at 1304.2  A   0.171387
202309_at   614.6   A   0.303711
210555_s_at 53.7    A   0.601074
204239_s_at 154.8   A   0.601074
203525_s_at 72.8    A   0.366211
201807_at   570 P   0.037598
218266_s_at 147.3   A   0.850342
202232_s_at 17.4    A   0.432373
201903_at   52.1    A   0.932373
202760_s_at 279.5   A   0.219482
202672_s_at 565.8   A   0.27417
217968_at   323.4   A   0.601074
202416_at   808.6   A   0.398926
202417_at   50.5    A   0.976074
212816_s_at 266 A   0.533936
203551_s_at 333.9   A   0.366211
209848_s_at 1257.9  A   0.095215
203192_at   735.7   A   0.398926
212383_at   2076.3  P   0.001953
201885_s_at 2413.3  A   0.111572
202531_at   3611.3  P   0.037598
218045_x_at 136.1   A   0.850342
212373_at   32.6    A   0.5
218574_s_at 731.7   A   0.246094
209904_at   39.1    A   0.953857
202218_s_at 221.5   A   0.696289
201833_at   223.7   P   0.023926
202144_s_at 390 A   0.129639
202749_at   301.5   P   0.046143
210627_s_at 574.5   A   0.334473
209259_s_at 205.3   P   0.008057
202308_at   107.2   A   0.633789
202363_at   513.4   A   0.5
203554_x_at 460.5   A   0.366211
221743_at   1001.8  A   0.080566
38707_r_at  4643.7  A   0.250724
202725_at   743.4   A   0.27417
217941_s_at 724.1   P   0.01416
205633_s_at 167.5   A   0.466064
205552_s_at 39.4    A   0.932373
202199_s_at 1579.7  P   0.010742
202268_s_at 82.4    A   0.466064
209100_at   675.6   A   0.366211
216902_s_at 112.5   A   0.366211
222240_s_at 71.4    A   0.753906
202774_s_at 740.7   A   0.129639
213296_at   341 A   0.303711
205971_s_at 389.8   A   0.19458
204039_at   207 A   0.466064
204081_at   238.8   A   0.533936
203239_s_at 399.5   A   0.111572
202504_at   367.1   A   0.567627
202639_s_at 266.6   A   0.665527
202351_at   29.1    A   0.5
202982_s_at 85.4    A   0.696289
210243_s_at 2312.4  P   0.001221
202589_at   513.1   P   0.037598
203118_at   400.7   A   0.633789
203373_at   737.3   M   0.056152
212186_at   132.4   A   0.888428
203289_s_at 1603.6  A   0.111572
209227_at   46.3    A   0.533936
203697_at   317.3   A   0.19458
37028_at    1375.6  P   0.043968
218226_s_at 853.9   A   0.19458
202678_at   408.2   A   0.067627
217988_at   50.3    A   0.533936
201800_s_at 1152.3  P   0.037598
210386_s_at 254.7   A   0.303711
202518_at   478.7   A   0.219482
210105_s_at 1353.8  P   0.00293
209148_at   1488.2  P   0.018555
202603_at   1182.1  P   0.00293
209396_s_at 1254.8  P   0.000244
202801_at   531.1   A   0.366211
202711_at   554.5   A   0.334473
202306_at   1040    A   0.219482
221579_s_at 1045.8  A   0.171387
202535_at   535.2   A   0.303711
202315_s_at 49.3    A   0.870361
202998_s_at 531.9   A   0.334473
202176_at   154 A   0.72583
218056_at   334.6   A   0.246094
217965_s_at 437.2   A   0.219482
213161_at   999.8   P   0.030273
202469_s_at 402.4   M   0.056152
209494_s_at 740.1   A   0.111572
217903_at   1028.3  A   0.111572
202364_at   6920.4  P   0.000244
202263_at   778.7   A   0.19458
209103_s_at 618.5   A   0.466064
204610_s_at 86.1    A   0.870361
209350_s_at 1057.8  P   0.037598
202369_s_at 846.4   A   0.129639
203074_at   368.7   A   0.303711
217028_at   1851.6  P   0.000244
217985_s_at 458.6   M   0.056152
209301_at   181.5   A   0.5
202959_at   184.1   A   0.171387
210083_at   532.7   A   0.366211
203116_s_at 1948.8  P   0.01416
218216_x_at 647.9   A   0.533936
209172_s_at 148.8   A   0.171387
202739_s_at 227.8   A   0.129639
202471_s_at 177.3   A   0.303711
206100_at   153.6   A   0.246094
209046_s_at 4785.5  P   0.000732
201948_at   203.4   P   0.046143
202799_at   374.4   A   0.5
203717_at   470.5   A   0.080566
202745_at   172.9   A   0.246094
212160_at   55.9    A   0.567627
202276_at   188.7   A   0.466064
202451_at   259 A   0.219482
217894_at   26.4    A   0.888428
202674_s_at 149.2   A   0.303711
203945_at   953.7   P   0.005859
215836_s_at 837.2   A   0.095215
206662_at   909.5   P   0.008057
201805_at   1134.4  A   0.432373
214114_x_at 1987.7  A   0.171387
202270_at   1019.9  P   0.001221
202974_at   7427.8  P   0.000244
209043_at   745.5   A   0.171387
218025_s_at 62  A   0.780518
202772_at   830.1   A   0.246094
202193_at   585.1   A   0.111572
218066_at   1687.3  A   0.111572
218042_at   277.1   A   0.398926
221576_at   49.5    A   0.932373
206854_s_at 299.5   A   0.334473
209159_s_at 115.3   A   0.696289
202530_at   1076.5  P   0.046143
202692_s_at 447.8   A   0.432373
210097_s_at 405.2   A   0.149658
202734_at   941.1   A   0.067627
202135_s_at 1074.6  A   0.149658
201827_at   664.4   A   0.067627
203081_at   536.6   A   0.334473
203029_s_at 101.2   A   0.888428
202528_at   58.4    A   0.72583
209190_s_at 650.7   A   0.334473
208228_s_at 301.3   A   0.5
202212_at   164.9   A   0.696289
204388_s_at 16.2    A   0.962402
203065_s_at 301.6   A   0.466064
204432_at   293.4   A   0.219482
204920_at   809.2   A   0.129639
209340_at   271.1   A   0.219482
209218_at   781.2   P   0.00293
213800_at   185.4   A   0.466064
221999_at   766.4   A   0.129639
202197_at   1054.4  P   0.023926
202330_s_at 186.3   A   0.466064
208451_s_at 1079.1  A   0.080566
203805_s_at 871.5   A   0.5
218190_s_at 405.7   A   0.19458
213816_s_at 567 A   0.095215
202313_at   1361.7  P   0.01416
214177_s_at 1030.9  A   0.080566
202032_s_at 1064.3  M   0.056152
202149_at   714.6   P   0.037598
202632_at   114.5   A   0.780518
202525_at   698.1   A   0.149658
203449_s_at 177.5   A   0.246094
220483_s_at 85  A   0.567627
203305_at   838.3   A   0.171387
202068_s_at 720.8   P   0.005859
202213_s_at 316.9   A   0.432373
203102_s_at 158.4   A   0.665527
209621_s_at 198.7   A   0.533936
209443_at   202.7   A   0.665527
202529_at   1004.9  A   0.111572
201975_at   123.1   A   0.27417
205512_s_at 392.6   A   0.219482
211564_s_at 21.1    A   0.919434
202449_s_at 2022.6  P   0.023926
214182_at   353.7   P   0.008057
202565_s_at 596.6   A   0.080566
211800_s_at 727.4   P   0.000244
202945_at   256.2   A   0.601074
218427_at   61.2    A   0.828613
221492_s_at 750.4   P   0.030273
203353_s_at 201.7   A   0.633789
212531_at   191.3   A   0.72583
202790_at   144.5   A   0.753906
221776_s_at 197.5   A   0.149658
202433_at   258.9   A   0.533936
218012_at   308.1   A   0.5
211423_s_at 335.7   A   0.149658
218381_s_at 288.3   A   0.27417
201933_at   403.2   A   0.398926
212706_at   230.1   A   0.111572
207545_s_at 527.1   M   0.056152
202111_at   72.5    A   0.870361
209077_at   694.5   A   0.334473
215698_at   346 A   0.111572
218075_at   216.9   A   0.567627
209165_at   236 A   0.567627
215735_s_at 497.1   A   0.219482
202803_s_at 4984.1  P   0.023926
218087_s_at 18.9    A   0.932373
202655_at   300.8   A   0.366211
38398_at    1350.5  A   0.081337
39763_at    101.7   A   0.810313
218021_at   1051.3  P   0.030273
202466_at   1082    P   0.000732
202888_s_at 939.9   P   0.005859
202811_at   636 P   0.030273
203711_s_at 16  A   0.962402
207643_s_at 2047.2  A   0.129639
202221_s_at 585.6   A   0.080566
202561_at   559.7   P   0.046143
202461_at   673.5   P   0.030273
217977_at   6684.2  P   0.010742
218176_at   70  A   0.780518
202983_at   267.7   A   0.19458
202146_at   393 P   0.005859
219521_at   961.6   A   0.567627
218142_s_at 84.2    A   0.665527
202139_at   259 A   0.303711
204515_at   190.4   A   0.567627
202798_at   107.2   A   0.246094
204348_s_at 821.3   A   0.19458
202251_at   39  A   0.976074
202395_at   256.4   A   0.72583
217978_s_at 455.5   A   0.366211
202239_at   1296    A   0.19458
202934_at   840.6   A   0.27417
40225_at    1129.1  A   0.081337
204961_s_at 3964    P   0.010742
212858_at   54.4    A   0.870361
209426_s_at 187.5   A   0.334473
221593_s_at 535.8   A   0.27417
202633_at   473.3   A   0.149658
217936_at   173.2   A   0.303711
218623_at   379.5   A   0.466064
202502_at   252.5   A   0.080566
202006_at   300.5   A   0.398926
202431_s_at 91.7    A   0.696289
202324_s_at 207.5   A   0.246094
212321_at   521 A   0.080566
202620_s_at 227.4   P   0.046143
209846_s_at 630.1   P   0.023926
202842_s_at 531.9   P   0.01416
202039_at   313.6   A   0.5
217932_at   69  A   0.533936
202693_s_at 685 A   0.080566
202396_at   142.2   P   0.030273
207121_s_at 97.2    A   0.665527
202967_at   553.5   A   0.111572
205033_s_at 585.3   A   0.171387
204697_s_at 742.3   A   0.129639
202117_at   1957.3  P   0.005859
205294_at   465.8   A   0.095215
202050_s_at 668.1   A   0.149658
202375_at   57.5    A   0.601074
209089_at   1492.4  P   0.001953
209124_at   4044.4  P   0.001953
202447_at   721.1   A   0.067627
209111_at   58.1    A   0.80542
202205_at   2499.9  P   0.023926
203058_s_at 650.1   P   0.046143
203270_at   83.5    A   0.888428
202768_at   134 A   0.850342
203238_s_at 107.7   A   0.828613
121_at  4696.1  P   0.004863
203790_s_at 720.1   A   0.219482
202912_at   933 P   0.037598
220937_s_at 904.1   P   0.001221
204064_at   556 A   0.171387
209238_at   2100.6  P   0.001953
218457_s_at 109.3   A   0.633789
202211_at   519.9   A   0.095215
203028_s_at 2049.5  P   0.010742
212360_at   1898.3  P   0.030273
203228_at   278 A   0.72583
210296_s_at 464.6   A   0.095215
202598_at   470.5   A   0.432373
204086_at   838.1   P   0.046143
204575_s_at 155.1   A   0.665527
209289_at   206.5   A   0.567627
202105_at   116.3   A   0.72583
209514_s_at 1771.9  P   0.023926
202455_at   537 A   0.334473
202365_at   214.9   A   0.334473
213378_s_at 839.8   A   0.246094
209166_s_at 334.3   A   0.533936
219666_at   1423.2  A   0.095215
209490_s_at 670.3   A   0.19458
202783_at   20.1    A   0.780518
209613_s_at 239.8   A   0.067627
208393_s_at 73.8    A   0.870361
209208_at   424.5   A   0.5
35254_at    1854.9  P   0.007543
203153_at   632.2   A   0.398926
221533_at   474.7   A   0.149658
218133_s_at 88.5    A   0.943848
204260_at   111.6   A   0.567627
202826_at   176.8   A   0.753906
207823_s_at 149.8   A   0.601074
218090_s_at 209.4   A   0.149658
215158_s_at 932.7   P   0.030273
202481_at   499.9   A   0.334473
203637_s_at 38.8    A   0.567627
215075_s_at 566.6   A   0.095215
202863_at   692.5   A   0.129639
213298_at   144.2   A   0.466064
210944_s_at 639.2   A   0.080566
218224_at   287.7   A   0.067627
202949_s_at 202.8   A   0.72583
209546_s_at 78.8    A   0.953857
209288_s_at 366.2   A   0.27417
214585_s_at 1042.8  A   0.219482
210517_s_at 447.2   A   0.246094
203371_s_at 1036    P   0.030273
211475_s_at 13883.3 P   0.000244
207543_s_at 666.7   A   0.149658
202800_at   135.2   A   0.533936
202370_s_at 1274.1  P   0.018555
203561_at   2888.7  P   0.001953
202668_at   224.2   A   0.432373
202587_s_at 1195.5  P   0.030273
