#ID_REF = 
#VALUE = Signal
#ABS_CALL = Detecion call
#DETECTION P-VALUE = Detection p-value
ID_REF  VALUE   ABS_CALL    DETECTION P-VALUE
209312_x_at 4312.6  P   0.000732
203445_s_at 2685.1  P   0.000732
212592_at   237.1   P   0.023926
217758_s_at 672.8   P   0.008057
209016_s_at 29.5    A   0.780518
201901_s_at 2551.2  P   0.001953
213846_at   313.9   A   0.5
200965_s_at 1107    P   0.01416
207076_s_at 25.3    A   0.696289
201264_at   1000.6  A   0.398926
217833_at   802.1   P   0.00415
204050_s_at 41.8    A   0.665527
209330_s_at 234.1   A   0.171387
217722_s_at 547.1   P   0.046143
213650_at   524.9   P   0.030273
200821_at   1101.2  P   0.00415
213409_s_at 49.9    A   0.27417
201739_at   1441.3  P   0.001953
201946_s_at 191.5   A   0.366211
200884_at   392.2   A   0.171387
212038_s_at 466.1   P   0.001953
205840_x_at 56.8    A   0.753906
201110_s_at 6.2 A   0.953857
209214_s_at 1025.1  P   0.008057
200681_at   257.7   A   0.5
208863_s_at 472.7   A   0.219482
210908_s_at 4014.4  P   0.000244
200789_at   619.4   A   0.171387
200805_at   109.8   A   0.696289
214035_x_at 648.3   A   0.601074
221725_at   1147.6  A   0.080566
200703_at   365.4   A   0.171387
201564_s_at 113 A   0.633789
204694_at   157.3   A   0.432373
200873_s_at 510.9   P   0.005859
200826_at   537.4   P   0.000732
208850_s_at 558 A   0.080566
208720_s_at 1456.8  P   0.000732
200828_s_at 1236.7  P   0.023926
222065_s_at 707 P   0.005859
208611_s_at 1035.9  A   0.067627
201039_s_at 1372.8  A   0.111572
200795_at   396.7   A   0.27417
200790_at   3258.5  P   0.001953
215918_s_at 443.7   A   0.219482
200600_at   4433.5  P   0.000732
200802_at   898 P   0.046143
201212_at   38.5    A   0.850342
200922_at   236.1   A   0.533936
211501_s_at 95.7    A   0.366211
200612_s_at 1132    A   0.27417
200870_at   899.5   P   0.000732
201160_s_at 19004.1 P   0.000244
208644_at   773.7   P   0.008057
208736_at   1838.4  P   0.000244
208862_s_at 141.5   A   0.366211
214512_s_at 459.8   P   0.018555
213521_at   1185.6  A   0.067627
206200_s_at 2019.6  P   0.008057
213408_s_at 705.9   P   0.01416
208652_at   1001.4  P   0.001221
204744_s_at 461.8   A   0.303711
201113_at   595.2   A   0.246094
201653_at   514.7   P   0.008057
208845_at   1411.6  P   0.000732
208732_at   452.7   P   0.008057
201247_at   443.3   A   0.432373
200687_s_at 534.5   A   0.246094
200887_s_at 1635.5  P   0.001221
208737_at   1098.5  P   0.00293
200722_s_at 350.5   A   0.19458
205895_s_at 514.5   P   0.00293
200686_s_at 807.7   P   0.000244
200621_at   1022.5  A   0.095215
200913_at   98.5    A   0.850342
210825_s_at 491.1   P   0.000732
208761_s_at 290.9   P   0.030273
203399_x_at 194.4   A   0.19458
201031_s_at 1665.7  P   0.008057
200649_at   880.1   P   0.023926
208319_s_at 273 P   0.01416
201194_at   760.7   A   0.080566
214709_s_at 171.3   P   0.023926
201106_at   2646.1  P   0.00415
201492_s_at 40125   P   0.000244
211963_s_at 4507    P   0.01416
210275_s_at 1074.9  P   0.000244
200704_at   10690.3 P   0.000244
200852_x_at 1904.3  P   0.018555
208714_at   1347.2  A   0.149658
200934_at   1050.8  P   0.018555
215273_s_at 384.6   A   0.432373
200800_s_at 942.1   P   0.00293
201163_s_at 140.7   A   0.246094
208669_s_at 138 P   0.010742
204393_s_at 88  A   0.696289
204943_at   279.5   A   0.567627
201020_at   483.6   P   0.001953
221188_s_at 1330.3  P   0.023926
221729_at   419.1   A   0.067627
211962_s_at 1493.4  P   0.000244
200810_s_at 424.5   A   0.219482
208764_s_at 277 A   0.432373
215091_s_at 2070.1  P   0.000244
200636_s_at 67.2    A   0.780518
217006_x_at 301 A   0.303711
217736_s_at 3080.6  P   0.000244
201202_at   190.4   A   0.398926
204490_s_at 983.5   P   0.023926
202429_s_at 999.5   P   0.001953
208836_at   1160.4  P   0.030273
213757_at   589.1   P   0.018555
201205_at   998.3   P   0.030273
33850_at    115.2   A   0.602006
243_g_at    200.8   A   0.250724
200733_s_at 173.3   P   0.001221
213535_s_at 924.7   P   0.01416
201063_at   164.3   A   0.095215
210605_s_at 104 A   0.72583
210213_s_at 1266.4  P   0.00293
204219_s_at 1185.4  A   0.067627
208721_s_at 158.7   A   0.219482
200606_at   271.3   M   0.056152
200895_s_at 1661.1  P   0.023926
204009_s_at 1021.6  P   0.00415
200816_s_at 466.5   P   0.001221
213819_s_at 279.9   A   0.696289
200875_s_at 555.2   P   0.046143
217762_s_at 1252    P   0.005859
208822_s_at 81.7    A   0.850342
208881_x_at 730.1   M   0.056152
219762_s_at 2450.1  P   0.005859
204620_s_at 2218    P   0.001221
212401_s_at 1450.8  P   0.00415
202736_s_at 611.3   P   0.000244
201079_at   94.2    A   0.5
201195_s_at 396.4   A   0.334473
211357_s_at 75.7    A   0.696289
200818_at   409.1   A   0.095215
200788_s_at 520.3   P   0.005859
201505_at   7.7 A   0.567627
221471_at   633.4   A   0.067627
200655_s_at 3106.9  P   0.000732
208904_s_at 9109.6  P   0.000244
217879_at   500.6   P   0.000244
217755_at   131.3   A   0.466064
208818_s_at 418.5   P   0.023926
201237_at   585.9   A   0.095215
208885_at   6624.2  P   0.046143
201388_at   44.7    A   0.5
200785_s_at 609.7   A   0.149658
201136_at   1710.5  P   0.030273
208785_s_at 707.4   P   0.010742
201277_s_at 93.7    A   0.601074
201474_s_at 128.3   A   0.466064
200786_at   521.5   P   0.046143
200878_at   274.5   A   0.111572
202222_s_at 432.2   A   0.246094
200726_at   1537.3  P   0.01416
215171_s_at 268.1   A   0.080566
200740_s_at 1221.2  P   0.030273
200736_s_at 8085.2  P   0.000244
210840_s_at 2389.3  P   0.001221
201244_s_at 1832    P   0.037598
210046_s_at 33.1    A   0.633789
201403_s_at 205.3   A   0.466064
201717_at   1092.1  A   0.111572
208634_s_at 782.2   P   0.023926
201210_at   2558.6  P   0.001221
208841_s_at 603 P   0.001221
201252_at   170.3   A   0.366211
201289_at   67.3    A   0.567627
207163_s_at 396.4   A   0.303711
213441_x_at 209.7   A   0.567627
202596_at   1252.7  P   0.018555
201119_s_at 1894.8  P   0.000732
200694_s_at 950.1   P   0.023926
201135_at   373.6   A   0.334473
201055_s_at 715.6   A   0.080566
210198_s_at 272.2   M   0.056152
200948_at   1287.1  P   0.000732
208313_s_at 724.6   P   0.046143
214988_s_at 1143.9  P   0.01416
217766_s_at 898.4   P   0.018555
205480_s_at 842.8   P   0.000244
213344_s_at 756.5   P   0.005859
201262_s_at 29  A   0.5
221564_at   429.4   A   0.111572
203001_s_at 49.5    A   0.432373
213348_at   408.6   M   0.056152
201268_at   478.1   A   0.111572
200925_at   1972.5  P   0.001221
200840_at   1603.8  P   0.001221
201115_at   41.9    A   0.80542
36994_at    9917.4  P   0.000266
208747_s_at 48  A   0.870361
208828_at   648.6   P   0.018555
201129_at   280.1   P   0.00415
201568_at   591.2   A   0.149658
217811_at   1161.4  P   0.010742
201290_at   962.7   P   0.018555
209988_s_at 121.6   A   0.601074
205417_s_at 329.9   A   0.432373
208804_s_at 1194.2  P   0.018555
201897_s_at 323.4   A   0.72583
201315_x_at 23015   P   0.000244
201111_at   235.5   A   0.149658
200808_s_at 1481.4  P   0.001953
200885_at   446.7   A   0.171387
208742_s_at 887.6   P   0.023926
203475_at   412.3   A   0.303711
202018_s_at 266 A   0.633789
209742_s_at 263.9   A   0.533936
211975_at   835.3   M   0.056152
201431_s_at 48.1    A   0.753906
202420_s_at 1548.6  P   0.00415
201956_s_at 285.6   A   0.466064
213318_s_at 2643.9  P   0.001953
200911_s_at 2412.4  P   0.037598
201441_at   1717.5  P   0.037598
201066_at   48.7    A   0.780518
201820_at   83.7    A   0.870361
217738_at   4203.4  P   0.000244
208693_s_at 452.9   A   0.466064
213545_x_at 1599.6  P   0.000244
201969_at   405.7   P   0.037598
201560_at   18.4    A   0.943848
200863_s_at 1738.4  P   0.023926
212205_at   598.6   P   0.000732
201007_at   918.7   P   0.008057
202233_s_at 733.9   P   0.00293
201221_s_at 816.9   A   0.19458
214179_s_at 215.8   A   0.334473
201153_s_at 1654.5  P   0.001953
201487_at   614.8   A   0.171387
211506_s_at 67.2    A   0.567627
208768_x_at 4036.5  P   0.000244
200964_at   909.7   P   0.00415
208780_x_at 2878.2  P   0.000244
201029_s_at 3135.4  P   0.001221
201022_s_at 469.6   P   0.01416
216215_s_at 628.2   A   0.366211
201438_at   45.3    A   0.904785
201087_at   2109.4  P   0.023926
209054_s_at 282.2   A   0.303711
205967_at   1135.4  P   0.018555
206445_s_at 174.5   A   0.633789
212048_s_at 624.1   A   0.095215
217744_s_at 107.9   A   0.080566
203325_s_at 206.4   A   0.246094
200872_at   2340.1  P   0.001953
208684_at   539.3   A   0.219482
201266_at   846 P   0.018555
204306_s_at 123.4   A   0.633789
208970_s_at 847 P   0.037598
212187_x_at 756.3   A   0.334473
217897_at   258.3   A   0.246094
205177_at   37  A   0.976074
201587_s_at 803 A   0.27417
202834_at   1139.2  P   0.030273
201278_at   137.5   A   0.432373
208289_s_at 42.6    A   0.888428
201701_s_at 117.5   A   0.366211
207507_s_at 824.1   A   0.095215
201391_at   1351.1  A   0.27417
201140_s_at 950.3   M   0.056152
201428_at   39  A   0.969727
210406_s_at 472.5   P   0.018555
201748_s_at 586.9   A   0.149658
212224_at   31  A   0.696289
221479_s_at 12832.6 P   0.000244
200880_at   1273.6  P   0.018555
200850_s_at 1483.6  P   0.000732
208683_at   1612.3  P   0.000244
201323_at   446.8   A   0.067627
217792_at   170.3   A   0.665527
200988_s_at 537.5   P   0.023926
200918_s_at 978.7   P   0.018555
208724_s_at 1973.3  P   0.000732
211503_s_at 1143.3  P   0.01416
200762_at   266.3   A   0.366211
220924_s_at 760 P   0.008057
200867_at   178.9   A   0.246094
201117_s_at 129.1   A   0.303711
208132_x_at 542.4   A   0.095215
206697_s_at 356 A   0.129639
200972_at   302.2   P   0.030273
200992_at   332.5   A   0.111572
201285_at   7571.2  P   0.000244
201137_s_at 3384.8  P   0.00415
200950_at   316.1   A   0.533936
201260_s_at 470.1   A   0.219482
217730_at   199.6   A   0.334473
201178_at   22214.3 P   0.000732
208758_at   656.1   A   0.149658
208717_at   458.8   A   0.432373
201286_at   228.1   A   0.246094
200843_s_at 581.9   A   0.149658
208969_at   483.9   A   0.567627
214740_at   140.7   A   0.334473
201406_at   4565.9  P   0.018555
200743_s_at 1404.2  P   0.00293
201267_s_at 85.3    A   0.567627
201241_at   210.8   A   0.601074
203050_at   404.1   A   0.601074
200955_at   639.1   A   0.303711
210835_s_at 2011.8  P   0.000732
202740_at   96  A   0.533936
40850_at    5412.7  P   0.000673
212032_s_at 42.3    A   0.753906
201380_at   703.4   A   0.149658
200931_s_at 2114.5  P   0.000244
201356_at   1100.9  P   0.01416
201141_at   408.3   A   0.080566
201459_at   34  A   0.991943
201481_s_at 176.9   A   0.80542
201005_at   293.9   A   0.219482
200997_at   535.7   P   0.046143
204637_at   90.4    A   0.665527
201329_s_at 410.7   A   0.466064
210125_s_at 996.6   P   0.010742
208916_at   830.5   A   0.366211
204551_s_at 51.8    A   0.665527
214864_s_at 349.5   A   0.219482
202178_at   104 A   0.753906
200713_s_at 1872    P   0.037598
201145_at   1323    P   0.00415
217934_x_at 894.7   A   0.095215
201118_at   1823.9  A   0.080566
201018_at   341 P   0.046143
206861_s_at 1985.7  P   0.018555
210395_x_at 5256    P   0.000732
208678_at   816.3   A   0.219482
208374_s_at 3160.4  P   0.001953
201520_s_at 287.6   A   0.19458
201991_s_at 1000.9  P   0.000244
209660_at   658.9   A   0.27417
201069_at   834.9   A   0.067627
208925_at   334.7   A   0.171387
212377_s_at 1319    P   0.001953
201533_at   354 A   0.111572
208937_s_at 155 A   0.19458
200697_at   1502.2  A   0.129639
204099_at   252.8   A   0.27417
206570_s_at 271.9   A   0.27417
201625_s_at 285.9   P   0.030273
201229_s_at 138.4   A   0.246094
201222_s_at 341.5   P   0.037598
208726_s_at 864.9   P   0.000732
201102_s_at 965 P   0.018555
202779_s_at 58.6    A   0.533936
217801_at   4238.1  P   0.000244
200893_at   536.4   P   0.01416
201443_s_at 1135.2  P   0.001953
201455_s_at 551.3   A   0.067627
202673_at   621.9   P   0.018555
201312_s_at 1140.2  P   0.000244
202107_s_at 282.4   A   0.398926
215446_s_at 144.4   A   0.246094
220755_s_at 1232.6  P   0.008057
201314_at   100.4   A   0.567627
202016_at   342 P   0.046143
201037_at   501.1   A   0.111572
209083_at   4510    P   0.001221
202508_s_at 203.9   A   0.246094
217759_at   494 A   0.246094
208694_at   625.6   P   0.005859
214279_s_at 426.4   A   0.171387
201422_at   2945.4  P   0.000732
201121_s_at 554 A   0.219482
201232_s_at 616.8   P   0.030273
200945_s_at 415.1   P   0.00415
201843_s_at 96.6    A   0.366211
219371_s_at 2497.9  P   0.00415
201138_s_at 331.7   A   0.111572
201078_at   1142    P   0.00293
217751_at   1567.4  P   0.010742
200882_s_at 1133.7  P   0.018555
201944_at   830.8   P   0.01416
202090_s_at 3162.6  P   0.000732
200982_s_at 1295.6  P   0.008057
201216_at   1181.3  P   0.001953
201565_s_at 1660.8  P   0.023926
201242_s_at 115.5   P   0.018555
208709_s_at 1225.9  P   0.000732
212671_s_at 304.7   A   0.19458
208813_at   88.9    A   0.696289
201095_at   510.5   A   0.398926
206491_s_at 1393.9  P   0.030273
210574_s_at 758 P   0.001953
201052_s_at 4609.3  P   0.000732
210371_s_at 382.4   P   0.008057
201584_s_at 627.3   P   0.001221
220633_s_at 103.8   A   0.981445
221972_s_at 290 A   0.334473
221488_s_at 1178.6  M   0.056152
201099_at   526.2   P   0.005859
201862_s_at 2430.5  P   0.000244
205445_at   475 A   0.246094
213400_s_at 1146.9  A   0.080566
202979_s_at 123.8   A   0.149658
208766_s_at 1008.5  P   0.008057
201180_s_at 1212.8  P   0.018555
206592_s_at 772.6   A   0.111572
201482_at   381.9   A   0.5
209065_at   300.5   P   0.023926
201458_s_at 375.5   A   0.111572
201215_at   132.8   P   0.030273
201705_at   494.3   A   0.432373
201011_at   505.7   A   0.334473
201414_s_at 907.9   A   0.067627
201068_s_at 786.6   P   0.00415
202075_s_at 96.7    A   0.696289
208771_s_at 1257.9  P   0.00293
217963_s_at 460 A   0.432373
202274_at   430.5   A   0.129639
220892_s_at 364.3   A   0.219482
200919_at   3137    P   0.037598
200980_s_at 599.4   A   0.19458
208775_at   898.6   P   0.018555
208864_s_at 705.2   P   0.000244
201415_at   109.5   A   0.696289
201064_s_at 1138.6  P   0.023926
201274_at   224.2   A   0.334473
208455_at   50  A   0.601074
212181_s_at 478.2   P   0.00415
201124_at   457.8   A   0.19458
201189_s_at 83.4    A   0.696289
204724_s_at 22.5    A   0.904785
202336_s_at 119.8   A   0.533936
206050_s_at 393 A   0.219482
201040_at   1156.4  P   0.046143
210126_at   77  A   0.80542
201845_s_at 573.9   P   0.001953
203540_at   96.2    A   0.696289
217746_s_at 762.7   P   0.00293
217794_at   1729.1  P   0.010742
201313_at   337.4   A   0.246094
200940_s_at 1386.5  P   0.001221
201185_at   192.4   A   0.432373
200814_at   3816    P   0.018555
219942_at   106.6   A   0.870361
212455_at   1267.2  P   0.001953
204992_s_at 390.5   A   0.067627
201877_s_at 756.5   P   0.000244
220525_s_at 186.6   A   0.334473
200771_at   499.7   A   0.095215
200947_s_at 106.8   A   0.72583
204483_at   52.9    A   0.432373
215416_s_at 372.8   A   0.080566
201198_s_at 848.8   A   0.095215
212751_at   341.4   A   0.080566
201193_at   288 A   0.334473
201698_s_at 1193.8  P   0.00293
201201_at   1125.5  M   0.056152
201925_s_at 808.8   P   0.005859
201004_at   2415.2  P   0.000244
208961_s_at 861.6   A   0.19458
200752_s_at 291.9   A   0.19458
201710_at   96.5    A   0.80542
202357_s_at 43.7    A   0.828613
201358_s_at 1276.8  P   0.001221
201667_at   21.2    A   0.432373
200953_s_at 1722.7  P   0.010742
201432_at   7344.2  P   0.000732
201227_s_at 1282.9  P   0.000244
201518_at   515.5   P   0.000244
210809_s_at 278 P   0.018555
202391_at   13824.3 P   0.000244
217781_s_at 696.4   P   0.030273
201754_at   862.7   P   0.000732
201317_s_at 795.3   P   0.018555
201859_at   17283.7 P   0.000244
200975_at   3359.6  P   0.000732
212070_at   340.1   A   0.366211
204631_at   265.9   A   0.067627
202917_s_at 61902.3 P   0.000244
200957_s_at 92.4    A   0.466064
207563_s_at 569.2   P   0.018555
203400_s_at 113.8   A   0.567627
217785_s_at 38.6    A   0.828613
202141_s_at 468.5   P   0.018555
209753_s_at 536.3   P   0.010742
201207_at   676.7   A   0.432373
201900_s_at 860.5   A   0.129639
220147_s_at 1095.9  P   0.00415
201034_at   1810.4  P   0.001953
201341_at   983.1   A   0.246094
210731_s_at 324.7   A   0.111572
201425_at   821.8   P   0.037598
212080_at   233.3   A   0.398926
212481_s_at 382.4   A   0.080566
217778_at   625.8   A   0.334473
201157_s_at 365.4   A   0.080566
201142_at   308.4   A   0.129639
201000_at   478.9   A   0.398926
208949_s_at 10869.4 P   0.000732
212067_s_at 119.2   A   0.601074
208788_at   1331.7  P   0.000732
201373_at   404.8   A   0.466064
202591_s_at 188.1   A   0.080566
200825_s_at 933.5   A   0.19458
205477_s_at 33  A   0.870361
201059_at   412.5   A   0.303711
200989_at   2234.5  P   0.000244
201473_at   171.7   A   0.398926
201525_at   87.3    A   0.567627
201284_s_at 254.4   A   0.398926
201470_at   1517.7  P   0.001953
217902_s_at 259.9   A   0.095215
207738_s_at 166.8   P   0.030273
208909_at   1110    P   0.023926
201362_at   961.4   P   0.01416
222047_s_at 1287.3  P   0.000244
202440_s_at 110 A   0.753906
201477_s_at 427.2   P   0.01416
201263_at   54  A   0.601074
202980_s_at 68.3    A   0.149658
201200_at   875.6   P   0.00415
200827_at   296.4   A   0.27417
208796_s_at 844.4   A   0.219482
212190_at   404.8   P   0.018555
203818_s_at 462.5   P   0.030273
208964_s_at 890.2   A   0.080566
217967_s_at 5088.5  P   0.001221
201236_s_at 2132.1  A   0.111572
212120_at   518.2   P   0.018555
205047_s_at 227.4   A   0.398926
201772_at   252.1   M   0.056152
209071_s_at 63.5    A   0.904785
201281_at   859 M   0.056152
208743_s_at 506.4   P   0.01416
201563_at   562.3   P   0.008057
217871_s_at 1151.5  P   0.037598
201508_at   193.1   A   0.398926
201463_s_at 8216.6  P   0.000244
201839_s_at 34.8    A   0.567627
202446_s_at 506.7   M   0.056152
217854_s_at 852.3   M   0.056152
201797_s_at 92.4    A   0.665527
204372_s_at 608.1   A   0.080566
208951_at   298.6   A   0.095215
216241_s_at 974.5   P   0.01416
208901_s_at 1281.1  P   0.001221
207824_s_at 88.4    A   0.696289
201015_s_at 70.1    A   0.888428
200891_s_at 1297.2  P   0.000732
213093_at   506.3   P   0.010742
201611_s_at 402.8   A   0.19458
201491_at   696.5   A   0.067627
201448_at   171.2   A   0.171387
205402_x_at 28.7    A   0.5
201614_s_at 124.9   A   0.633789
217904_s_at 99.1    A   0.567627
201032_at   1171.4  A   0.129639
201652_at   375.5   P   0.037598
201082_s_at 308.8   A   0.19458
201884_at   254.4   A   0.19458
201516_at   417.6   A   0.219482
201364_s_at 2657.4  P   0.046143
201436_at   77  M   0.056152
213330_s_at 472.6   A   0.19458
202870_s_at 55.7    A   0.696289
208770_s_at 997.5   P   0.00293
211987_at   660.6   A   0.149658
201909_at   3178.2  P   0.010742
214582_at   591.6   P   0.000244
201177_s_at 143.9   M   0.056152
202346_at   382.5   P   0.001953
208799_at   664.3   A   0.080566
208855_s_at 3363    P   0.000244
201681_s_at 21.3    A   0.753906
201075_s_at 290.9   A   0.067627
201642_at   3126.4  P   0.018555
205041_s_at 175.4   A   0.246094
212072_s_at 275.2   A   0.303711
201798_s_at 284.8   A   0.27417
217782_s_at 90  A   0.904785
201353_s_at 944.4   A   0.398926
212588_at   6063.2  P   0.000244
213357_at   210.1   A   0.466064
34478_at    141.6   A   0.250724
65588_at    344.6   A   0.107301
212664_at   394.9   A   0.334473
208801_at   816 P   0.000732
215193_x_at 2780    P   0.000732
201300_s_at 262.6   P   0.000732
202338_at   686.8   A   0.219482
201556_s_at 427.4   A   0.067627
218095_s_at 199.4   A   0.246094
203421_at   97.1    A   0.72583
206976_s_at 394.5   P   0.023926
201302_at   333.6   A   0.27417
203632_s_at 30.3    A   0.72583
209074_s_at 45.3    A   0.870361
201186_at   420.6   A   0.27417
201760_s_at 526.8   P   0.01416
217789_at   140.5   A   0.696289
201634_s_at 268.8   A   0.149658
201594_s_at 1462.3  P   0.00293
217770_at   137.4   A   0.72583
201472_at   534.4   P   0.000244
202517_at   683.1   A   0.219482
202377_at   507.6   P   0.001221
201342_at   219.1   A   0.5
202087_s_at 232.5   A   0.171387
212167_s_at 262.2   A   0.129639
201460_at   1266.5  P   0.046143
204998_s_at 793.2   P   0.046143
201256_at   1262.2  P   0.00415
202428_x_at 655.1   A   0.149658
202328_s_at 99.6    A   0.334473
201057_s_at 897.3   P   0.00293
212506_at   3086.3  P   0.001221
201645_at   76.3    A   0.753906
208777_s_at 852.2   A   0.111572
211474_s_at 949.4   P   0.030273
201468_s_at 546.2   M   0.056152
217813_s_at 399.8   P   0.046143
208445_s_at 635.5   A   0.149658
210418_s_at 151.1   A   0.533936
201812_s_at 2815.9  P   0.008057
209953_s_at 36.6    A   0.828613
201632_at   133.6   A   0.398926
210691_s_at 171.2   P   0.046143
201375_s_at 477.5   A   0.303711
208887_at   918.9   A   0.095215
218835_at   64.1    A   0.80542
202384_s_at 132.7   A   0.303711
201522_x_at 1571.1  P   0.00293
208955_at   485.2   P   0.008057
201225_s_at 1040.9  P   0.00415
201883_s_at 1128.9  P   0.018555
208874_x_at 538.3   A   0.366211
216237_s_at 225.9   A   0.466064
210946_at   147.5   A   0.303711
213976_at   144.4   A   0.095215
202148_s_at 603.6   A   0.27417
201779_s_at 2523    P   0.000244
201197_at   484.8   P   0.000732
201999_s_at 1391    P   0.000244
