#ID_REF = 
#VALUE = Signal
#ABS_CALL = Detection call
#DETECTION P-VALUE = Detection p-value
ID_REF  VALUE   ABS_CALL    DETECTION P-VALUE
201800_s_at 614 P   0.010742
210386_s_at 409.9   A   0.219482
202518_at   439.5   A   0.149658
210105_s_at 1523.6  P   0.001953
209148_at   854 P   0.018555
202603_at   1426.6  P   0.001221
209396_s_at 1489.5  P   0.000244
202801_at   146.7   A   0.398926
202711_at   446.2   M   0.056152
202306_at   882.3   A   0.366211
221579_s_at 831.6   A   0.219482
202535_at   240.2   A   0.303711
202315_s_at 83.1    A   0.633789
202998_s_at 363.7   A   0.27417
202176_at   111.9   A   0.753906
218056_at   574.9   P   0.018555
217965_s_at 540.8   A   0.111572
213161_at   802.6   P   0.037598
202469_s_at 244.8   P   0.037598
209494_s_at 783.5   A   0.129639
217903_at   516.9   P   0.046143
202364_at   6201.9  P   0.000244
202263_at   803.8   A   0.19458
209103_s_at 235.2   A   0.533936
204610_s_at 134.7   A   0.665527
209350_s_at 787.6   A   0.080566
202369_s_at 952.3   A   0.149658
203074_at   745.9   A   0.080566
217028_at   2953.6  P   0.000244
217985_s_at 427.6   P   0.01416
209301_at   160.8   A   0.466064
202959_at   237.9   A   0.080566
210083_at   498.5   A   0.432373
203116_s_at 1232.3  P   0.01416
218216_x_at 650.3   A   0.567627
209172_s_at 111.5   A   0.171387
202739_s_at 160.3   P   0.023926
202471_s_at 462.3   A   0.295898
206100_at   206.5   M   0.056152
209046_s_at 2810.5  P   0.00293
201948_at   118.9   A   0.129639
202799_at   268.6   A   0.19458
203717_at   601.1   A   0.149658
202745_at   282.4   A   0.129639
212160_at   108.4   A   0.303711
202276_at   336.6   A   0.219482
202451_at   219.1   A   0.27417
217894_at   5.2 A   0.932373
202674_s_at 199.1   A   0.27417
203945_at   985.6   P   0.010742
215836_s_at 666.7   A   0.129639
206662_at   1296.4  P   0.005859
201805_at   710 A   0.533936
214114_x_at 866 A   0.398926
202270_at   383.3   P   0.001953
202974_at   4613.2  P   0.001221
209043_at   1139.6  A   0.129639
218025_s_at 67  A   0.696289
202772_at   831 A   0.095215
202193_at   411.5   A   0.067627
218066_at   1251.8  P   0.008057
218042_at   417.5   A   0.19458
221576_at   51.8    A   0.904785
206854_s_at 570.3   A   0.080566
209159_s_at 60.4    A   0.780518
202530_at   724.5   A   0.111572
202692_s_at 409.8   A   0.27417
210097_s_at 196 A   0.171387
202734_at   773.7   P   0.037598
202135_s_at 1076.3  A   0.095215
201827_at   718.4   P   0.01416
203081_at   218.1   A   0.334473
203029_s_at 60.6    A   0.904785
202528_at   26.3    A   0.828613
209190_s_at 886.7   A   0.171387
208228_s_at 257 A   0.27417
202212_at   110.2   A   0.633789
204388_s_at 45.4    A   0.80542
203065_s_at 205.5   A   0.432373
204432_at   326.7   A   0.19458
204920_at   378.4   A   0.19458
209340_at   163 A   0.080566
209218_at   667.7   P   0.001953
213800_at   46.5    A   0.633789
221999_at   790 A   0.129639
202197_at   892.4   A   0.067627
202330_s_at 35.8    A   0.665527
208451_s_at 1411.2  P   0.010742
203805_s_at 921.1   A   0.633789
218190_s_at 553.6   A   0.111572
213816_s_at 404.9   A   0.129639
202313_at   1088.3  P   0.00415
214177_s_at 1334.4  P   0.046143
202032_s_at 1198.9  P   0.030273
202149_at   487 P   0.001953
202632_at   185.7   A   0.633789
202525_at   629 A   0.129639
203449_s_at 197.1   A   0.080566
220483_s_at 122.2   A   0.5
203305_at   536.7   A   0.129639
202068_s_at 750.9   P   0.008057
202213_s_at 517.1   A   0.303711
203102_s_at 230.9   A   0.171387
209621_s_at 232.1   A   0.567627
209443_at   131 A   0.780518
202529_at   830.4   A   0.067627
201975_at   137.1   A   0.171387
205512_s_at 563.7   A   0.129639
211564_s_at 40.6    A   0.5
202449_s_at 1661.1  P   0.046143
214182_at   302 P   0.00293
202565_s_at 926.5   P   0.018555
211800_s_at 1108.5  P   0.00293
202945_at   282.8   A   0.5
218427_at   84.9    A   0.567627
221492_s_at 589.1   A   0.080566
203353_s_at 216 A   0.432373
212531_at   565.7   A   0.27417
202790_at   44.2    A   0.780518
221776_s_at 329 M   0.056152
202433_at   520.4   A   0.366211
218012_at   670.8   A   0.246094
211423_s_at 291.4   A   0.095215
218381_s_at 635.5   P   0.00415
201933_at   354 A   0.303711
212706_at   255.4   P   0.037598
207545_s_at 295.2   P   0.023926
202111_at   79.7    A   0.888428
209077_at   330.7   A   0.366211
215698_at   384.7   P   0.037598
218075_at   92.5    A   0.567627
209165_at   459.7   A   0.246094
215735_s_at 342.4   A   0.366211
202803_s_at 4028.1  P   0.037598
218087_s_at 80.6    A   0.780518
202655_at   823.7   A   0.171387
38398_at    1256.8  A   0.066865
39763_at    259.4   A   0.697453
218021_at   961 P   0.005859
202466_at   830.3   P   0.001953
202888_s_at 571.3   P   0.008057
202811_at   595.2   P   0.005859
203711_s_at 143 A   0.753906
207643_s_at 1134.7  A   0.219482
202221_s_at 371.7   P   0.030273
202561_at   459.1   P   0.037598
202461_at   454.7   P   0.00415
217977_at   5089    P   0.01416
218176_at   67.2    A   0.80542
202983_at   412.5   P   0.030273
202146_at   325.7   P   0.001221
219521_at   942.8   A   0.27417
218142_s_at 130.5   A   0.398926
202139_at   304 A   0.129639
204515_at   35.4    A   0.665527
202798_at   352.5   P   0.01416
204348_s_at 962.8   A   0.111572
202251_at   40  A   0.870361
202395_at   222.6   A   0.633789
217978_s_at 593.1   A   0.219482
202239_at   1437.8  A   0.19458
202934_at   1028.7  A   0.27417
40225_at    1155.3  P   0.009985
204961_s_at 4323.4  P   0.001953
212858_at   93.9    A   0.753906
209426_s_at 236.8   A   0.219482
221593_s_at 556.5   A   0.080566
202633_at   320.8   A   0.149658
217936_at   274.4   A   0.080566
218623_at   139.6   A   0.633789
202502_at   247.6   P   0.046143
202006_at   573.3   A   0.129639
202431_s_at 62.7    A   0.72583
202324_s_at 300.8   A   0.067627
212321_at   345.4   A   0.095215
202620_s_at 115.4   A   0.080566
209846_s_at 621.9   M   0.056152
202842_s_at 548.9   P   0.023926
202039_at   481.9   A   0.432373
217932_at   367.8   A   0.366211
202693_s_at 898.6   P   0.010742
202396_at   188 A   0.080566
207121_s_at 96.8    A   0.567627
202967_at   576.8   A   0.219482
205033_s_at 4578.9  P   0.000244
204697_s_at 493.7   A   0.19458
202117_at   1344    P   0.000244
205294_at   652.1   A   0.067627
202050_s_at 522.3   A   0.27417
202375_at   74.9    A   0.111572
209089_at   1242.1  P   0.000732
209124_at   4665    P   0.00293
202447_at   641.2   A   0.067627
209111_at   71.2    A   0.80542
202205_at   2418.5  P   0.010742
203058_s_at 63.8    A   0.303711
203270_at   69.5    A   0.80542
202768_at   77.9    A   0.953857
203238_s_at 87.8    A   0.696289
121_at  4520.4  P   0.004863
203790_s_at 520.8   A   0.171387
202912_at   697.3   P   0.01416
220937_s_at 1261.5  P   0.000244
204064_at   339 A   0.5
209238_at   2196.2  P   0.001953
218457_s_at 234.5   A   0.5
202211_at   320.6   A   0.171387
203028_s_at 3568.8  P   0.001953
212360_at   1552.9  P   0.018555
203228_at   213.1   A   0.72583
210296_s_at 445.6   A   0.171387
202598_at   363.7   A   0.432373
204086_at   581.4   P   0.023926
204575_s_at 101.8   A   0.601074
209289_at   267.8   A   0.111572
202105_at   142.3   A   0.601074
209514_s_at 1367.3  P   0.008057
202455_at   631.5   A   0.219482
202365_at   162 A   0.129639
213378_s_at 1425.9  A   0.129639
209166_s_at 194.9   A   0.567627
219666_at   1247    A   0.095215
209490_s_at 618.9   A   0.246094
202783_at   115 P   0.018555
209613_s_at 130.7   A   0.334473
208393_s_at 55.5    A   0.919434
209208_at   143.4   A   0.601074
35254_at    1237.9  P   0.008689
203153_at   550.2   A   0.334473
221533_at   416.2   A   0.219482
218133_s_at 54.9    A   0.969727
204260_at   142.9   A   0.567627
202826_at   144.5   A   0.696289
207823_s_at 132.3   A   0.5
218090_s_at 295.4   P   0.023926
215158_s_at 612.8   P   0.018555
202481_at   522.1   A   0.149658
203637_s_at 212.7   A   0.219482
215075_s_at 751.7   A   0.111572
202863_at   588.1   A   0.171387
213298_at   198.3   A   0.27417
210944_s_at 520.6   A   0.080566
218224_at   158.2   A   0.111572
202949_s_at 371 A   0.303711
209546_s_at 65.2    A   0.943848
209288_s_at 503.7   P   0.046143
214585_s_at 305.2   A   0.432373
210517_s_at 60.1    A   0.466064
203371_s_at 836.5   P   0.030273
211475_s_at 12610.1 P   0.000244
207543_s_at 703.4   A   0.171387
202800_at   136.2   A   0.366211
202370_s_at 1225.8  P   0.00415
203561_at   1441.9  P   0.00293
202668_at   196.8   A   0.533936
202587_s_at 788.8   M   0.056152
217981_s_at 403.4   A   0.129639
209247_s_at 284.3   A   0.567627
204658_at   676.2   P   0.046143
204570_at   53.5    A   0.780518
209303_at   699.2   P   0.030273
217930_s_at 1252.6  P   0.037598
33814_at    150 A   0.378184
218494_s_at 283.6   A   0.432373
202138_x_at 1314.1  A   0.095215
202573_at   1065.7  P   0.00415
202390_s_at 885.9   A   0.398926
217983_s_at 4654.8  P   0.000244
219050_s_at 116.4   A   0.780518
202544_at   757.6   A   0.129639
1487_at 715.3   A   0.267463
217996_at   227.5   A   0.080566
202468_s_at 667.1   A   0.171387
32836_at    1817.1  A   0.098054
32837_at    1014.6  A   0.162935
220800_s_at 17.9    A   0.932373
204226_at   725.9   P   0.037598
218070_s_at 249.2   A   0.366211
209462_at   42.9    A   0.991943
202891_at   1013.6  P   0.005859
202710_at   585.2   A   0.111572
202948_at   400.1   A   0.19458
202261_at   1062.9  A   0.27417
207722_s_at 83.5    A   0.80542
218254_s_at 35.6    A   0.665527
205132_at   602.3   A   0.080566
202076_at   1163.2  P   0.000732
209384_at   791.3   A   0.149658
35776_at    689.6   A   0.138765
202671_s_at 155.8   A   0.432373
218101_s_at 878.8   A   0.27417
220750_s_at 675.3   A   0.067627
220741_s_at 444.9   M   0.056152
207069_s_at 166.4   A   0.334473
222019_at   300 A   0.366211
202209_at   166.1   A   0.303711
41469_at    900.4   A   0.089405
205324_s_at 607.2   A   0.246094
202660_at   6.8 A   0.334473
202645_s_at 704.6   P   0.010742
221519_at   352.8   A   0.466064
202500_at   1140.2  P   0.046143
204331_s_at 363.2   A   0.432373
221521_s_at 23.6    A   0.870361
202337_at   495.8   A   0.303711
218321_x_at 187 A   0.466064
202592_at   1427.4  A   0.19458
202329_at   1163.2  A   0.080566
209477_at   205.3   A   0.5
206393_at   62.5    A   0.932373
209487_at   157 A   0.27417
202413_s_at 840.6   M   0.056152
202348_s_at 824.7   P   0.023926
217989_at   1899.3  P   0.00415
217110_s_at 176.8   A   0.219482
218140_x_at 890 P   0.010742
203996_s_at 635.1   A   0.27417
212997_s_at 226.1   A   0.466064
206055_s_at 215.8   A   0.366211
218188_s_at 356.9   A   0.366211
209141_at   954.3   P   0.000244
218082_s_at 468.3   A   0.111572
202943_s_at 978.1   A   0.149658
221070_s_at 21.7    A   0.888428
209158_s_at 352.9   A   0.095215
212416_at   617.8   P   0.001221
204153_s_at 751 P   0.001221
203108_at   78.1    A   0.828613
202675_at   359 P   0.01416
204681_s_at 274.1   A   0.466064
214427_at   102.3   A   0.80542
202763_at   453.3   A   0.080566
217938_s_at 2235.2  P   0.00415
202992_at   257.2   A   0.219482
202245_at   615.5   A   0.19458
202130_at   1453.3  P   0.000244
218219_s_at 148.6   A   0.466064
202548_s_at 624.1   A   0.171387
209236_at   312.6   A   0.129639
218039_at   483.2   P   0.046143
218098_at   354.6   P   0.000732
209391_at   2207.5  P   0.023926
218207_s_at 123 A   0.334473
218166_s_at 151.7   A   0.27417
209185_s_at 1542.3  P   0.018555
203183_s_at 536 P   0.010742
202326_at   121.1   A   0.5
218183_at   106.9   A   0.5
202706_s_at 340.9   A   0.334473
203824_at   124.9   A   0.567627
202314_at   28.9    A   0.753906
202702_at   721.5   A   0.19458
202965_s_at 57.2    A   0.828613
212652_s_at 513.5   P   0.037598
213382_at   154.5   A   0.219482
202630_at   185.2   A   0.246094
203362_s_at 171 P   0.037598
202735_at   168.2   A   0.466064
202778_s_at 679.1   P   0.010742
203767_s_at 221.8   A   0.334473
209486_at   35.4    A   0.98584
209211_at   8.7 A   0.601074
202652_at   625.4   A   0.366211
214257_s_at 463.4   A   0.171387
209150_s_at 586.9   A   0.067627
209337_at   723.2   P   0.005859
203579_s_at 396.8   A   0.334473
203358_s_at 57.3    A   0.432373
39318_at    456.3   A   0.089405
202419_at   419.1   A   0.432373
206095_s_at 204.6   A   0.095215
202474_s_at 911 A   0.111572
203236_s_at 332 A   0.27417
207391_s_at 1771.5  P   0.001221
203349_s_at 226 A   0.432373
215884_s_at 662.6   P   0.005859
202847_at   536.2   A   0.334473
218599_at   471.7   A   0.366211
218088_s_at 888 P   0.046143
203277_at   388.5   A   0.432373
204607_at   46.6    A   0.850342
207011_s_at 627.4   A   0.111572
204254_s_at 348.5   A   0.171387
203862_s_at 207 A   0.080566
219454_at   474.3   P   0.008057
210415_s_at 22.7    A   0.98584
202613_at   673.4   P   0.023926
209193_at   3798.3  P   0.023926
202294_at   563.1   A   0.5
202223_at   421.6   A   0.398926
221589_s_at 222.2   P   0.000732
202731_at   372.8   P   0.030273
210624_s_at 169.4   A   0.219482
202641_at   818.4   P   0.010742
35671_at    816.1   A   0.32083
202733_at   551.2   A   0.129639
218032_at   1495.3  P   0.010742
202352_s_at 275.5   A   0.334473
202265_at   494.8   P   0.01416
209500_x_at 1120.6  M   0.056152
217007_s_at 66.1    A   0.962402
202495_at   163.2   A   0.533936
221746_at   149.8   A   0.567627
203021_at   1599.4  A   0.129639
203022_at   684.1   P   0.005859
209560_s_at 568 A   0.246094
218116_at   738.6   P   0.018555
207741_x_at 525.4   A   0.334473
203075_at   445.8   P   0.000732
203433_at   815.2   P   0.046143
202442_at   1681.4  P   0.005859
202825_at   85.9    A   0.466064
214743_at   476.9   P   0.010742
202683_s_at 639.1   P   0.037598
204865_at   4.8 A   0.567627
37408_at    910.1   A   0.175989
202397_at   516.4   M   0.056152
202521_at   345.3   A   0.366211
202838_at   210.4   A   0.633789
205108_s_at 368.8   A   0.171387
209056_s_at 487.7   A   0.398926
203478_at   502.2   A   0.303711
202950_at   226.6   A   0.398926
204599_s_at 840.2   A   0.149658
218117_at   770 P   0.01416
202920_at   134 A   0.246094
203931_s_at 362.2   A   0.432373
215498_s_at 8953.8  P   0.000244
215716_s_at 426 P   0.010742
209448_at   309.4   A   0.149658
202621_at   636.8   A   0.080566
209270_at   470.4   A   0.398926
202414_at   373.9   A   0.171387
203502_at   580.7   P   0.018555
209202_s_at 708.7   A   0.334473
202554_s_at 531.3   A   0.111572
204612_at   499 A   0.095215
203719_at   393.6   A   0.466064
209213_at   54.7    A   0.870361
204326_x_at 574.9   A   0.171387
202715_at   83.2    A   0.953857
219728_at   59.6    A   0.366211
202896_s_at 548 P   0.037598
202484_s_at 358.4   A   0.149658
212462_at   99.1    A   0.5
206488_s_at 196.4   A   0.334473
219922_s_at 202.6   A   0.27417
202822_at   1029.7  P   0.023926
203471_s_at 1091.5  P   0.001953
210080_x_at 557 A   0.149658
202491_s_at 323.3   A   0.129639
43544_at    678.6   P   0.013092
203904_x_at 189.4   A   0.753906
202911_at   168.4   A   0.696289
202506_at   695.7   P   0.046143
202813_at   112.9   A   0.601074
218239_s_at 195.7   A   0.171387
203292_s_at 1296.9  A   0.080566
209112_at   1509.3  P   0.000244
202360_at   880.2   M   0.056152
213226_at   33.1    A   0.828613
209264_s_at 37.1    A   0.850342
219350_s_at 687 P   0.037598
202422_s_at 188.3   P   0.023926
207276_at   52.9    A   0.303711
218720_x_at 634.3   A   0.334473
216598_s_at 36.9    A   0.98584
203185_at   2621.4  P   0.000732
202542_s_at 895.1   A   0.171387
203296_s_at 50  A   0.601074
203182_s_at 627.2   P   0.001953
203908_at   247 M   0.056152
209428_s_at 181.7   A   0.601074
222030_at   703.9   P   0.030273
218443_s_at 513 P   0.01416
203088_at   58.9    A   0.753906
202638_s_at 553.9   A   0.095215
202756_s_at 578.9   A   0.432373
203413_at   1332.5  A   0.171387
210472_at   76.9    A   0.601074
202781_s_at 1294.6  P   0.037598
221882_s_at 1352.5  P   0.00415
202486_at   138.3   A   0.398926
202615_at   1898.1  P   0.023926
202924_s_at 751.8   P   0.001953
202688_at   2189.1  P   0.000244
203149_at   1281.4  P   0.037598
215726_s_at 372.8   A   0.129639
206846_s_at 1881.6  P   0.046143
202606_s_at 497.5   P   0.008057
1431_at 270.4   M   0.060419
202705_at   127.7   A   0.398926
216958_s_at 25.6    A   0.72583
202814_s_at 261.2   A   0.398926
207002_s_at 319.5   A   0.067627
210962_s_at 248.4   A   0.219482
202762_at   458.3   A   0.398926
212739_s_at 643.6   A   0.095215
202607_at   535.6   P   0.023926
207071_s_at 871.3   A   0.095215
202401_s_at 83.9    A   0.780518
32402_s_at  77.3    A   0.861235
212843_at   294.6   A   0.466064
215548_s_at 56.9    A   0.5
209155_s_at 535.7   P   0.018555
206151_x_at 288.4   A   0.334473
203275_at   1485.3  P   0.037598
206580_s_at 785.5   A   0.129639
207522_s_at 604.9   A   0.303711
203040_s_at 1832.9  P   0.01416
204178_s_at 35.3    A   0.80542
203071_at   364.9   A   0.398926
218203_at   685.2   P   0.008057
218567_x_at 121.1   A   0.753906
202853_s_at 496 A   0.19458
209310_s_at 763.6   A   0.095215
202527_s_at 241.6   P   0.005859
202382_s_at 54.3    A   0.904785
222175_s_at 1281.2  M   0.056152
202742_s_at 143.8   P   0.005859
209637_s_at 92.4    A   0.334473
202969_at   308.9   A   0.27417
218387_s_at 505 A   0.19458
209355_s_at 80.8    A   0.753906
205912_at   409.4   A   0.27417
203389_at   697.2   A   0.149658
202840_at   830.8   M   0.056152
209195_s_at 784.2   A   0.398926
203267_s_at 125.8   A   0.870361
202716_at   905.4   A   0.067627
220143_x_at 497.6   A   0.398926
202475_at   536.9   P   0.018555
203602_s_at 305.5   A   0.398926
202880_s_at 913 P   0.008057
202786_at   242.8   P   0.010742
207318_s_at 1289.9  A   0.095215
202743_at   78.8    A   0.633789
202806_at   257.9   A   0.633789
203420_at   1779.7  P   0.018555
202644_s_at 1189.5  P   0.008057
203822_s_at 1119.5  A   0.067627
213457_at   202.5   A   0.567627
209187_at   341.3   P   0.000244
218384_at   1580.6  A   0.398926
202614_at   258.4   P   0.046143
218294_s_at 412.7   A   0.129639
218005_at   572.2   A   0.19458
202546_at   324.3   A   0.111572
215125_s_at 376.4   A   0.398926
222082_at   831.3   P   0.030273
202584_at   576 A   0.366211
209807_s_at 600.7   A   0.398926
209162_s_at 227.7   A   0.5
35265_at    178.7   A   0.438361
203097_s_at 1415.1  P   0.000244
203180_at   202 A   0.466064
202767_at   145.8   A   0.533936
218157_x_at 3852.8  P   0.010742
209215_at   93.7    A   0.72583
202907_s_at 649.7   P   0.000244
211152_s_at 201.4   A   0.246094
203164_at   299.8   A   0.334473
209323_at   732.3   P   0.005859
212551_at   445.1   A   0.219482
218212_s_at 76.5    A   0.72583
218934_s_at 512.7   A   0.149658
216266_s_at 388.9   P   0.037598
218232_at   526.2   A   0.219482
202878_s_at 1527.9  P   0.030273
212670_at   83.2    A   0.904785
203006_at   870.2   A   0.080566
209615_s_at 185.3   A   0.5
210538_s_at 297.9   A   0.095215
203146_s_at 1014.6  A   0.149658
37462_i_at  58.9    A   0.649648
209407_s_at 388.9   A   0.219482
203416_at   6777.7  P   0.000732
203196_at   313.1   P   0.046143
203232_s_at 258.9   A   0.171387
48580_at    2881.4  P   0.039365
203313_s_at 268.8   A   0.129639
204514_at   156.3   A   0.432373
212716_s_at 792.7   P   0.00293
203188_at   743.3   A   0.129639
216834_at   39  A   0.633789
219931_s_at 491.6   A   0.129639
202496_at   284.6   A   0.466064
221558_s_at 750.2   A   0.080566
203351_s_at 258.3   A   0.19458
208024_s_at 177.4   A   0.366211
213041_s_at 677.3   A   0.246094
221873_at   326.9   A   0.067627
203201_at   35.9    A   0.828613
202868_s_at 468.7   A   0.334473
202680_at   447.9   A   0.366211
203131_at   210.7   A   0.334473
37004_at    326.8   A   0.397994
209398_at   373.8   A   0.067627
202850_at   259.9   A   0.303711
210845_s_at 1297.3  P   0.030273
203002_at   323.4   A   0.19458
206422_at   306.2   A   0.80542
203516_at   1987.6  P   0.037598
33322_i_at  1166.8  A   0.198363
33323_r_at  1724.8  P   0.009985
203213_at   157.8   A   0.19458
209250_at   242.9   P   0.000244
218665_at   710 A   0.398926
212589_at   234.4   A   0.5
206855_s_at 326.1   A   0.129639
203039_s_at 396.6   M   0.056152
218557_at   212.5   A   0.19458
219509_at   291.5   A   0.567627
212624_s_at 77.6    A   0.943848
218061_at   97.4    A   0.567627
218308_at   67.5    A   0.888428
203436_at   908.1   P   0.046143
210070_s_at 378.7   P   0.010742
37020_at    26.4    A   0.918663
202472_at   89.8    A   0.5
65517_at    258.7   A   0.561639
218575_at   143 A   0.665527
1861_at 340.7   P   0.008689
203939_at   254.1   A   0.27417
202787_s_at 672.5   M   0.056152
212519_at   330.4   P   0.018555
216026_s_at 560.4   A   0.303711
203273_s_at 491.1   A   0.567627
204614_at   354.7   A   0.219482
203187_at   1148    A   0.129639
203593_at   157.3   A   0.665527
214270_s_at 459.3   A   0.149658
32723_at    124 A   0.162935
218286_s_at 380.4   A   0.303711
213892_s_at 534 A   0.466064
203064_s_at 420.5   A   0.303711
202930_s_at 173.5   M   0.056152
202355_s_at 390.3   P   0.008057
202957_at   6224.2  P   0.000244
216250_s_at 1719.5  P   0.00415
205546_s_at 1231.2  A   0.171387
202616_s_at 33.4    A   0.888428
202605_at   91.2    A   0.753906
203621_at   512.7   A   0.067627
213396_s_at 726.3   A   0.149658
218400_at   603.3   A   0.334473
205693_at   511.5   A   0.27417
219625_s_at 129.2   A   0.696289
209219_at   470 A   0.432373
209520_s_at 97.6    A   0.5
210981_s_at 574 A   0.334473
204271_s_at 225.6   A   0.080566
209686_at   105.1   A   0.466064
203649_s_at 385.9   A   0.303711
212296_at   476.7   A   0.149658
212628_at   536.1   A   0.149658
203936_s_at 1667.5  P   0.000732
202564_x_at 234.6   A   0.601074
203240_at   66.3    A   0.850342
203591_s_at 4664.5  P   0.001953
202961_s_at 683.5   A   0.067627
203612_at   847.9   A   0.27417
203035_s_at 302.4   A   0.398926
218227_at   528.2   A   0.366211
203453_at   97.4    A   0.828613
202726_at   192.8   A   0.398926
218120_s_at 652.2   A   0.111572
209324_s_at 82.2    A   0.398926
202689_at   532.4   A   0.246094
203297_s_at 1408.2  P   0.008057
209333_at   134.3   A   0.633789
202464_s_at 319.8   A   0.067627
205550_s_at 809.1   A   0.19458
202696_at   735.2   A   0.080566
210639_s_at 449.5   P   0.00415
202399_s_at 693.6   A   0.067627
34225_at    448.8   P   0.017001
203576_at   40.3    A   0.80542
210365_at   500.3   P   0.046143
217976_s_at 249.5   P   0.010742
213775_x_at 455.2   A   0.095215
202820_at   10.1    A   0.850342
203743_s_at 261.5   A   0.27417
209685_s_at 2057    P   0.001953
214165_s_at 25.5    A   0.976074
203586_s_at 884.6   A   0.129639
209375_at   996 A   0.129639
204427_s_at 46.6    A   0.80542
203980_at   64.5    A   0.780518
203198_at   277.6   A   0.5
204272_at   948.4   A   0.149658
208002_s_at 257.7   A   0.398926
202679_at   355.9   A   0.27417
209326_at   365.4   A   0.111572
202927_at   22.3    A   0.80542
204504_s_at 93.4    A   0.919434
209604_s_at 1137.3  A   0.080566
203334_at   45.8    A   0.932373
209365_s_at 1399.2  A   0.111572
216986_s_at 178.5   A   0.601074
38043_at    144.1   A   0.64131
221191_at   391.9   A   0.19458
203046_s_at 967.3   A   0.067627
205049_s_at 800.8   A   0.246094
202659_at   603.8   A   0.5
204151_x_at 651.2   M   0.056152
202958_at   965.7   A   0.111572
202586_at   44.2    A   0.969727
212552_at   1317    P   0.00293
202252_at   171.9   A   0.567627
210001_s_at 208.5   A   0.366211
219878_s_at 219.4   A   0.366211
202858_at   277.9   A   0.466064
218311_at   28.8    A   0.633789
213180_s_at 842.1   M   0.056152
207717_s_at 97.8    P   0.046143
40446_at    2724.6  P   0.009985
203130_s_at 612.7   A   0.080566
205502_at   757 A   0.27417
222216_s_at 233.5   A   0.780518
211519_s_at 573.8   P   0.046143
219424_at   65.3    A   0.870361
218200_s_at 724.1   P   0.010742
203608_at   66.9    A   0.72583
203291_at   414.2   A   0.149658
212604_at   268.5   A   0.432373
203531_at   459.9   P   0.01416
221523_s_at 339.9   A   0.095215
202862_at   211.6   A   0.219482
213553_x_at 169.2   A   0.466064
218253_s_at 1137    A   0.080566
203565_s_at 39.6    A   0.943848
202557_at   102.6   A   0.303711
209239_at   760.5   A   0.334473
221508_at   159.3   A   0.129639
218267_at   453.8   A   0.334473
203132_at   224.7   P   0.030273
212501_at   5549.5  P   0.000244
203140_at   3056.9  P   0.00293
207438_s_at 148.3   A   0.696289
203316_s_at 194.4   A   0.111572
202951_at   1087    P   0.000244
209529_at   84.4    A   0.665527
203054_s_at 1367    A   0.080566
218221_at   32  A   0.366211
218263_s_at 453.7   A   0.129639
40569_at    769 A   0.107301
215807_s_at 46.9    A   0.991943
218357_s_at 739.1   A   0.095215
222258_s_at 45.1    A   0.633789
202780_at   562.7   A   0.219482
203025_at   1003.9  A   0.27417
209253_at   1008.8  A   0.111572
32541_at    190.1   A   0.150527
32540_at    815.6   P   0.009985
218318_s_at 327.3   A   0.171387
212672_at   281.2   A   0.398926
209268_at   367.4   A   0.432373
206989_s_at 425.7   P   0.001953
202520_s_at 798.7   A   0.398926
207105_s_at 438.8   A   0.303711
202893_at   765.8   A   0.171387
206119_at   177.4   A   0.303711
209194_at   18.3    A   0.870361
202636_at   589.4   A   0.466064
45572_s_at  1975.8  P   0.002228
50277_at    2864.7  P   0.009985
204246_s_at 868.3   P   0.018555
209806_at   828.6   M   0.056152
203087_s_at 463.3   A   0.067627
209272_at   346.7   A   0.129639
208095_s_at 292.8   A   0.246094
202697_at   66.5    A   0.432373
202886_s_at 372.5   P   0.030273
209625_at   66.5    A   0.633789
203038_at   442.5   A   0.19458
205122_at   81.3    A   0.5
218231_at   822.3   A   0.398926
212685_s_at 146.8   A   0.171387
208447_s_at 319.8   P   0.023926
205623_at   67.3    A   0.850342
209413_at   697.5   A   0.080566
202876_s_at 1711.1  P   0.01416
208190_s_at 36  A   0.904785
219201_s_at 9.1 A   0.994141
221760_at   526.8   A   0.067627
203592_s_at 343.9   A   0.334473
202939_at   967.9   P   0.023926
218127_at   714.6   M   0.056152
207414_s_at 44.5    A   0.943848
218354_at   126.9   A   0.633789
203209_at   254.3   A   0.303711
203067_at   492.4   A   0.149658
220753_s_at 571.5   A   0.466064
212867_at   787 P   0.000244
209451_at   393.2   A   0.067627
209406_at   99.8    A   0.303711
202926_at   53.3    A   0.80542
202609_at   38.4    A   0.665527
209308_s_at 234.1   A   0.19458
203174_s_at 1074.4  A   0.219482
202904_s_at 40.8    A   0.432373
203136_at   1424.8  P   0.00293
203865_s_at 57.6    A   0.888428
204683_at   711 A   0.432373
221514_at   234.5   A   0.080566
203417_at   104.7   A   0.870361
207191_s_at 514.6   A   0.19458
203741_s_at 359.4   A   0.27417
209311_at   376.2   A   0.219482
209401_s_at 348.4   A   0.246094
218426_s_at 555.8   P   0.005859
205103_at   560.6   A   0.19458
202670_at   394.7   A   0.27417
203031_s_at 365 A   0.303711
204466_s_at 14271.6 P   0.000244
212517_at   359.1   P   0.037598
202872_at   244 A   0.129639
37652_at    1135.1  A   0.138765
202953_at   210.8   A   0.601074
221805_at   196.1   A   0.129639
202600_s_at 223 A   0.129639
203235_at   257.5   A   0.27417
203052_at   263.8   A   0.246094
202567_at   137.1   A   0.601074
203309_s_at 644.8   P   0.01416
